return_id,order_id,customer_id,prediction_time,product_category,payment_method,return_reason,order_value,return_value,product_price,discount_pct,customer_account_age_days,orders_7d,orders_30d,orders_90d,returns_7d,returns_30d,returns_90d,return_rate_30d,return_rate_90d,refund_amount_30d,refund_amount_90d,hours_to_return,return_value_ratio,same_product_returns_90d,same_category_returns_90d,velocity_24h,velocity_7d,device_linked_accounts,address_linked_accounts,device_return_rate_90d,address_return_rate_90d,high_value_flag,abusive_return,merchant_loss
R002823,O026659,C05718,2025-05-23 19:43:17.234679187,grocery,upi,wrong_item,696.08,696.08,782.21,11.01,142,1,1,3,0,0,1,0.0,0.3333333333333333,0.0,1025.93,43.7214540775,1.0,0,0,0,1,1,1,0.3333333333333333,0.3333333333333333,0,0,34.62
R002814,O026617,C04995,2025-05-23 20:15:26.213918651,home,card,not_as_described,3415.24,3415.24,3870.22,11.76,142,2,2,2,0,0,0,0.0,0.0,0.0,0.0,44.25728164388889,1.0,0,0,0,2,1,1,0.0,0.0,0,0,106.7
R002835,O026825,C06753,2025-05-23 21:21:05.023587582,beauty,card,not_as_described,1033.37,1033.37,1248.1,17.2,142,1,1,1,0,0,0,0.0,0.0,0.0,0.0,21.351395440833333,1.0,0,0,0,1,1,1,0.0,0.0,0,0,45.27
R002735,O025963,C01113,2025-05-23 21:42:23.103300751,beauty,upi,damaged,917.63,917.63,1001.36,8.36,1,0,1,2,0,0,1,0.0,0.5,0.0,9465.63,93.70641758333333,1.0,0,0,0,0,1,1,0.5,0.5,0,1,2858.91
R002772,O026340,C06542,2025-05-23 22:26:33.262161216,fashion,cod,not_as_described,5752.56,5752.56,6892.04,16.53,142,2,2,6,0,0,2,0.0,0.3333333333333333,0.0,7468.490000000001,46.4425728225,1.0,0,1,0,2,1,1,0.3333333333333333,0.3333333333333333,0,0,108.3
R002808,O026578,C07045,2025-05-23 22:51:24.861965673,fashion,wallet,changed_mind,5423.23,5423.23,5717.12,5.14,142,1,2,2,0,0,0,0.0,0.0,0.0,0.0,22.85690610138889,1.0,0,0,0,1,1,1,0.0,0.0,0,0,301.83
R002729,O025897,C05815,2025-05-23 22:57:06.171030716,electronics,card,not_as_described,13155.61,13155.61,15463.43,14.92,142,0,1,2,0,0,0,0.0,0.0,0.0,0.0,70.951714175,1.0,0,0,0,0,1,1,0.0,0.0,1,0,124.79
R002806,O026571,C04995,2025-05-23 23:33:10.812310074,sports,cod,not_as_described,631.38,631.38,694.33,9.07,142,2,2,2,1,1,1,0.5,0.5,3415.24,3415.24,23.553003419444444,1.0,0,0,1,3,1,1,0.5,0.5,0,0,67.28
R002819,O026634,C01050,2025-05-24 00:16:43.028059335,fashion,upi,damaged,2552.41,2552.41,2958.37,13.72,143,1,2,2,0,0,0,0.0,0.0,0.0,0.0,48.27861890527778,1.0,0,0,0,1,1,1,0.0,0.0,0,0,120.49
R002770,O026336,C07157,2025-05-24 03:20:10.763474442,home,card,damaged,9431.75,9431.75,10143.91,7.02,143,1,1,3,0,0,1,0.0,0.3333333333333333,0.0,290.65,99.33632318722222,1.0,0,0,0,1,1,1,0.3333333333333333,0.3333333333333333,1,0,210.78
R002822,O026653,C02319,2025-05-24 04:00:44.500373258,electronics,card,wrong_item,2972.22,2972.22,2997.43,0.84,143,1,2,3,0,0,1,0.0,0.3333333333333333,0.0,4667.53,52.01236121472222,1.0,0,0,0,1,1,1,0.3333333333333333,0.3333333333333333,0,0,172.1
R002818,O026633,C05064,2025-05-24 05:02:46.106363425,home,card,size_fit,3146.64,3146.64,3396.42,7.35,143,2,2,3,0,0,0,0.0,0.0,0.0,0.0,77.04614065638889,1.0,0,0,0,2,1,1,0.0,0.0,0,0,134.8
R002788,O026459,C06780,2025-05-24 05:03:05.438437959,beauty,card,changed_mind,649.7,649.7,730.21,11.02,143,1,1,2,0,0,0,0.0,0.0,0.0,0.0,53.051510676944446,1.0,0,0,0,1,1,1,0.0,0.0,0,0,44.62
R002826,O026674,C06484,2025-05-24 08:04:47.884976166,electronics,upi,changed_mind,4071.86,4071.86,4253.79,4.28,143,1,1,4,0,0,1,0.0,0.25,0.0,21173.47,32.07996804888889,1.0,0,1,0,1,1,1,0.25,0.25,0,0,225.42
R002755,O026181,C07772,2025-05-24 08:54:10.401932484,fashion,upi,size_fit,3471.83,3471.83,4032.58,13.91,1,0,2,4,0,0,0,0.0,0.0,0.0,0.0,152.90288942555554,1.0,0,0,0,0,1,1,0.0,0.0,0,0,268.74
R002794,O026493,C05987,2025-05-24 10:34:40.513419123,sports,card,damaged,1485.12,1485.12,1585.17,6.31,1,1,2,5,0,0,1,0.0,0.2,0.0,1556.69,34.57792039416667,1.0,0,0,0,1,1,1,0.2,0.2,0,0,40.6
R002803,O026548,C02859,2025-05-24 11:08:01.383880415,electronics,upi,damaged,22155.39,22155.39,24314.63,8.88,1,1,2,2,0,0,0,0.0,0.0,0.0,0.0,59.133717744444446,1.0,0,0,0,1,1,1,0.0,0.0,1,0,41.67
R002836,O026841,C02998,2025-05-24 11:20:52.119589974,beauty,wallet,damaged,1542.97,1542.97,1905.49,19.03,143,1,2,2,1,1,1,0.5,0.5,4337.18,4337.18,11.347810996944444,1.0,0,0,0,2,1,1,0.5,0.5,0,0,58.33
R002872,O027113,C07777,2025-05-24 12:11:01.903933143,electronics,card,size_fit,4242.67,4242.67,5068.02,16.29,143,1,3,5,0,0,0,0.0,0.0,0.0,0.0,36.183862203611106,1.0,0,0,0,1,1,1,0.0,0.0,0,0,218.26
R002850,O026953,C04751,2025-05-24 12:41:28.169294809,home,card,wrong_item,2418.73,2418.73,2732.93,11.5,143,2,3,3,1,1,1,0.3333333333333333,0.3333333333333333,801.87,801.87,36.69115813722222,1.0,0,0,0,3,1,1,0.3333333333333333,0.3333333333333333,0,0,74.49
R002894,O027321,C08384,2025-05-24 12:46:41.003782154,home,upi,size_fit,1242.04,1242.04,1418.89,12.46,143,1,2,3,0,0,0,0.0,0.0,0.0,0.0,12.778056606111111,1.0,0,0,0,1,1,1,0.0,0.0,0,0,71.2
R002747,O026114,C05549,2025-05-24 13:08:33.475358202,sports,wallet,size_fit,2326.5,2326.5,2650.85,12.24,143,0,1,3,0,0,1,0.0,0.3333333333333333,0.0,6919.33,61.14263204388889,1.0,0,0,0,0,1,1,0.3333333333333333,0.3333333333333333,0,0,87.48
R002841,O026901,C04303,2025-05-24 13:39:18.287199057,beauty,cod,damaged,1139.69,1139.69,1224.89,6.96,143,1,2,5,0,0,0,0.0,0.0,0.0,0.0,61.655079777500006,1.0,0,0,0,1,1,1,0.0,0.0,0,0,48.22
R002815,O026618,C00364,2025-05-24 13:51:26.780910933,sports,upi,damaged,1292.65,1292.65,1715.01,24.63,143,1,2,3,0,0,0,0.0,0.0,0.0,0.0,13.857439141666667,1.0,0,0,0,1,1,1,0.0,0.0,0,0,104.28
R002767,O026309,C08411,2025-05-24 15:31:52.173306721,electronics,upi,damaged,16805.95,16805.95,24592.55,31.66,143,1,2,4,0,0,1,0.0,0.25,0.0,2984.1,39.53115925166667,1.0,0,0,0,1,1,1,0.25,0.25,1,0,357.38
R002825,O026673,C07528,2025-05-24 19:30:31.365496720,home,card,not_as_described,1935.99,1935.99,2156.7,10.23,143,1,1,1,0,0,0,0.0,0.0,0.0,0.0,19.508712637777776,1.0,0,0,0,1,1,1,0.0,0.0,0,0,61.39
R002702,O025693,C05761,2025-05-24 20:32:13.053980112,electronics,upi,size_fit,2925.11,2925.11,3503.82,16.52,143,0,2,6,0,1,2,0.5,0.3333333333333333,5035.0,7486.139999999999,140.53695943888889,1.0,0,1,0,0,1,1,0.3333333333333333,0.3333333333333333,0,0,202.32
R002799,O026504,C06175,2025-05-24 20:49:31.627513905,beauty,card,changed_mind,289.05,289.05,332.83,13.15,143,1,1,3,0,0,0,0.0,0.0,0.0,0.0,44.825452086944445,1.0,0,0,0,1,4,4,0.14285714285714285,0.14285714285714285,0,0,31.36
R002855,O027001,C01296,2025-05-24 21:53:15.222958659,sports,card,wrong_item,2868.95,2868.95,3089.97,7.15,143,1,2,3,0,0,0,0.0,0.0,0.0,0.0,21.88756193277778,1.0,0,0,0,1,1,1,0.0,0.0,0,0,135.84
R002869,O027089,C04766,2025-05-24 22:18:12.888805744,home,upi,not_as_described,1082.76,1082.76,1368.22,20.86,143,1,1,1,0,0,0,0.0,0.0,0.0,0.0,46.30358022361111,1.0,0,0,0,1,1,1,0.0,0.0,0,0,64.37
R002796,O026497,C06573,2025-05-24 22:28:58.652429394,fashion,upi,damaged,2187.97,2187.97,2481.07,11.81,1,1,2,3,0,0,0,0.0,0.0,0.0,0.0,22.482959008055555,1.0,0,0,0,1,1,1,0.0,0.0,0,0,98.04
R002870,O027107,C07904,2025-05-24 22:49:06.601849680,fashion,card,not_as_described,860.7,860.7,982.25,12.37,143,1,2,4,0,0,1,0.0,0.25,0.0,334.46,22.81850051361111,1.0,0,0,0,1,1,1,0.25,0.25,0,0,62.97
R002783,O026414,C03937,2025-05-25 01:38:08.522780841,grocery,cod,damaged,416.87,416.87,514.05,18.9,144,1,4,5,0,1,2,0.25,0.4,3352.57,29710.52,73.63570077222222,1.0,0,0,0,1,1,1,0.4,0.4,0,0,36.68
R002862,O027052,C02629,2025-05-25 02:47:23.956137189,fashion,cod,wrong_item,2639.49,2639.49,3337.85,20.92,144,1,2,3,0,0,0,0.0,0.0,0.0,0.0,50.789987815833335,1.0,0,0,0,1,1,1,0.0,0.0,0,0,91.21
R002762,O026230,C01872,2025-05-25 03:23:45.459383557,beauty,card,changed_mind,3401.25,3401.25,1807.57,5.65,144,1,3,4,0,0,0,0.0,0.0,0.0,0.0,51.39596093972222,1.0,0,0,0,1,1,1,0.0,0.0,0,0,80.89
R002865,O027071,C02190,2025-05-25 03:36:30.385741438,home,wallet,wrong_item,2210.3,2210.3,2644.71,16.43,89,1,1,3,0,0,0,0.0,0.0,0.0,0.0,3.608440483611111,1.0,0,0,0,1,1,1,0.0,0.0,0,0,147.84
R002848,O026949,C04471,2025-05-25 04:18:56.212903296,home,cod,wrong_item,2055.81,2055.81,2693.52,23.68,144,1,2,2,0,1,1,0.5,0.5,2248.64,2248.64,28.31561469527778,1.0,0,1,0,1,1,1,0.5,0.5,0,0,164.47
R002821,O026647,C02802,2025-05-25 07:12:30.139699690,home,cod,wrong_item,2355.39,2355.39,3401.31,30.75,144,1,2,3,0,0,0,0.0,0.0,0.0,0.0,103.20837213861111,1.0,0,0,0,1,1,1,0.0,0.0,0,0,80.99
R002791,O026473,C03830,2025-05-25 07:38:01.818084667,electronics,upi,size_fit,2380.34,2380.34,2590.79,8.12,144,1,2,3,0,1,1,0.5,0.3333333333333333,827.34,827.34,103.63383835666667,1.0,0,0,0,1,1,1,0.3333333333333333,0.3333333333333333,0,0,85.74
R002827,O026686,C09004,2025-05-25 10:30:03.381637536,sports,cod,size_fit,6288.28,6288.28,6836.32,8.02,144,2,2,2,0,0,0,0.0,0.0,0.0,0.0,34.50093934361111,1.0,0,0,1,2,1,1,0.0,0.0,0,0,149.64
R002864,O027068,C01333,2025-05-25 10:52:10.455451608,home,wallet,damaged,1986.76,1986.76,2121.35,6.34,144,2,2,3,0,0,0,0.0,0.0,0.0,0.0,34.869570958611114,1.0,0,0,0,2,1,1,0.0,0.0,0,0,118.89
R002878,O027170,C04077,2025-05-25 14:42:59.699004339,sports,upi,changed_mind,1636.29,1636.29,1760.24,7.04,144,2,2,4,0,0,0,0.0,0.0,0.0,0.0,38.716583056666664,1.0,0,0,0,2,1,1,0.0,0.0,0,0,49.05
R002831,O026794,C08167,2025-05-25 18:09:54.141513933,beauty,card,size_fit,1322.67,1322.67,1822.85,27.44,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,42.16503930916667,1.0,0,0,0,1,1,1,0.0,0.0,0,0,73.25
R002875,O027147,C07310,2025-05-25 19:37:17.029015136,electronics,upi,not_as_described,7666.74,7666.74,8232.37,6.87,144,1,1,1,0,0,0,0.0,0.0,0.0,0.0,19.62139694861111,1.0,0,0,0,1,1,1,0.0,0.0,1,0,185.79
R002800,O026510,C08564,2025-05-25 21:40:18.722820943,electronics,upi,wrong_item,2490.69,2490.69,2677.78,6.99,144,1,1,1,0,0,0,0.0,0.0,0.0,0.0,117.67186745000001,1.0,0,0,0,1,1,1,0.0,0.0,0,0,141.09
R002853,O026983,C01439,2025-05-25 22:48:20.482681255,electronics,card,damaged,3426.88,3426.88,4859.93,29.49,1,1,1,2,0,0,0,0.0,0.0,0.0,0.0,22.80568963361111,1.0,0,0,0,1,1,1,0.0,0.0,0,0,144.91
R002617,O024907,C00902,2025-05-26 00:00:00.000000000,grocery,upi,changed_mind,638.52,638.52,670.13,4.72,145,0,1,1,0,0,0,0.0,0.0,0.0,0.0,360.0,1.0,0,0,0,0,1,1,0.0,0.0,0,0,31.09
R002888,O027252,C07229,2025-05-26 01:03:11.993890334,electronics,card,wrong_item,12464.13,12464.13,15890.31,21.56,145,3,3,4,0,0,0,0.0,0.0,0.0,0.0,25.05333163611111,1.0,0,0,0,3,1,1,0.0,0.0,1,0,147.38
R002830,O026762,C02446,2025-05-26 02:37:43.840723364,grocery,upi,damaged,384.98,384.98,720.8,46.59,145,1,2,4,0,0,0,0.0,0.0,0.0,0.0,74.62884464527778,1.0,0,0,0,1,1,1,0.0,0.0,0,1,1587.76
R002873,O027124,C07543,2025-05-26 07:04:27.026505836,electronics,cod,changed_mind,6711.82,6711.82,8016.43,16.27,125,1,1,3,0,0,0,0.0,0.0,0.0,0.0,7.0741740291666675,1.0,0,0,0,1,1,1,0.0,0.0,0,0,380.31
R002905,O027399,C03136,2025-05-26 07:28:16.555197162,beauty,card,damaged,1415.62,1415.62,1533.91,7.71,145,1,1,4,0,0,0,0.0,0.0,0.0,0.0,31.4712653325,1.0,0,0,0,1,1,1,0.0,0.0,0,0,54.0
R002933,O027686,C02861,2025-05-26 07:39:04.897485712,sports,card,not_as_described,1166.25,1166.25,1215.81,4.08,145,2,2,3,0,0,0,0.0,0.0,0.0,0.0,7.651360412500001,1.0,0,0,0,2,1,1,0.0,0.0,0,0,105.39
R002793,O026485,C05713,2025-05-26 08:15:56.699877034,home,wallet,size_fit,1086.5,1086.5,1197.32,9.26,1,0,1,2,0,0,0,0.0,0.0,0.0,0.0,56.265749965833336,1.0,0,0,0,0,1,1,0.0,0.0,0,0,62.07
R002812,O026615,C00677,2025-05-26 08:59:22.976043187,home,card,changed_mind,4948.96,4948.96,5123.72,3.41,145,1,2,6,0,0,1,0.0,0.16666666666666666,0.0,656.61,80.9897155675,1.0,0,1,0,1,1,1,0.16666666666666666,0.16666666666666666,0,0,100.06
R002846,O026939,C03606,2025-05-26 09:13:19.423651627,fashion,cod,size_fit,7278.23,7278.23,7569.48,3.85,145,1,1,1,0,0,0,0.0,0.0,0.0,0.0,33.22206212527778,1.0,0,0,0,1,1,1,0.0,0.0,0,0,204.69
R002842,O026906,C08670,2025-05-26 09:30:11.071822143,grocery,card,changed_mind,1429.11,1429.11,1512.77,5.53,145,1,1,2,0,0,0,0.0,0.0,0.0,0.0,9.503075506111111,1.0,0,0,0,1,1,1,0.0,0.0,0,0,41.15
R002802,O026533,C07015,2025-05-26 10:49:11.389951556,home,wallet,not_as_described,2823.1,2823.1,3136.01,9.98,145,1,4,5,0,0,1,0.0,0.2,0.0,1934.15,82.81983054194444,1.0,0,1,0,1,1,1,0.2,0.2,0,0,22.56
R002849,O026952,C02578,2025-05-26 11:31:50.713489045,grocery,upi,size_fit,483.53,483.53,550.02,12.09,145,1,1,2,0,0,0,0.0,0.0,0.0,0.0,59.53075374694444,1.0,0,0,0,1,1,1,0.0,0.0,0,0,44.9
R002852,O026968,C05559,2025-05-26 13:37:44.707658113,electronics,upi,size_fit,11558.28,11558.28,12767.38,9.47,145,1,2,2,0,0,0,0.0,0.0,0.0,0.0,37.62908546055556,1.0,0,0,0,1,1,1,0.0,0.0,1,0,409.9
R002895,O027325,C07482,2025-05-26 14:36:32.816319116,electronics,cod,not_as_described,7206.37,7206.37,8597.45,16.18,145,1,1,1,0,0,0,0.0,0.0,0.0,0.0,62.60911564416667,1.0,0,0,0,1,1,1,0.0,0.0,0,0,240.6
R002829,O026694,C09089,2025-05-26 17:23:11.616501026,beauty,cod,size_fit,294.75,294.75,316.99,7.02,145,1,2,2,0,0,0,0.0,0.0,0.0,0.0,65.38656013916668,1.0,0,0,0,1,1,1,0.0,0.0,0,0,74.24
R002876,O027148,C05453,2025-05-26 18:04:02.277159621,home,upi,damaged,4919.63,4919.63,6327.19,22.25,145,1,1,2,0,0,0,0.0,0.0,0.0,0.0,42.06729921083333,1.0,0,0,0,1,1,1,0.0,0.0,0,0,263.66
R002914,O027494,C02502,2025-05-26 19:56:57.936391198,fashion,upi,not_as_described,1980.62,1980.62,2322.78,14.73,145,2,2,5,0,0,1,0.0,0.2,0.0,2783.52,43.94942677527778,1.0,0,1,0,2,1,1,0.2,0.2,0,0,103.37
R002863,O027064,C02722,2025-05-26 22:10:22.022196726,sports,upi,changed_mind,1585.34,1585.34,1803.61,12.1,145,1,2,3,0,0,0,0.0,0.0,0.0,0.0,46.172783943333336,1.0,0,0,0,1,1,1,0.0,0.0,0,0,90.95
R002896,O027335,C04403,2025-05-26 22:36:00.895899862,home,card,wrong_item,906.64,906.64,1142.81,20.67,145,1,1,5,0,0,1,0.0,0.2,0.0,2306.63,22.600248860833332,1.0,0,0,0,1,1,1,0.2,0.2,0,0,114.74
R002889,O027255,C07015,2025-05-26 23:15:35.210009610,sports,card,wrong_item,8508.28,8508.28,10165.08,16.3,145,1,4,5,1,1,2,0.25,0.4,2823.1,4757.25,23.259780558055557,1.0,0,0,1,2,1,1,0.4,0.4,1,0,264.22
R002904,O027385,C08575,2025-05-27 00:16:32.767072932,home,upi,wrong_item,1093.73,1093.73,1189.7,8.07,146,1,1,5,0,0,1,0.0,0.2,0.0,2340.69,24.275768631111113,1.0,0,0,0,1,1,1,0.2,0.2,0,0,57.04
R002839,O026884,C01164,2025-05-27 01:54:30.059553679,home,cod,changed_mind,3387.35,3387.35,3448.05,1.76,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,25.908349875833334,1.0,0,0,0,1,1,1,0.0,0.0,0,0,98.81
R002939,O027722,C00994,2025-05-27 02:28:54.211684796,sports,card,not_as_described,1583.57,1583.57,1870.7,15.35,146,1,1,3,0,0,1,0.0,0.3333333333333333,0.0,3507.0,26.481725467777775,1.0,0,0,0,1,1,1,0.3333333333333333,0.3333333333333333,0,0,68.61
R002838,O026880,C06183,2025-05-27 03:33:01.886409468,grocery,upi,changed_mind,634.36,634.36,706.79,10.25,146,1,1,3,0,0,0,0.0,0.0,0.0,0.0,51.5505240025,1.0,0,0,0,1,1,1,0.0,0.0,0,0,59.48
R002866,O027078,C00130,2025-05-27 03:33:18.276429726,fashion,card,wrong_item,1035.85,1035.85,1163.19,10.95,146,1,2,3,0,0,0,0.0,0.0,0.0,0.0,27.555076785833336,1.0,0,0,0,1,1,1,0.0,0.0,0,0,44.91
R002763,O026241,C09915,2025-05-27 03:39:25.120215439,sports,card,not_as_described,692.83,692.83,1039.54,33.35,146,0,2,4,0,0,1,0.0,0.25,0.0,890.53,195.6569778375,1.0,0,0,0,0,1,1,0.25,0.25,0,0,66.16
R002833,O026818,C00429,2025-05-27 03:45:21.141208144,fashion,card,changed_mind,1371.43,1371.43,1564.11,12.32,146,1,1,1,0,0,0,0.0,0.0,0.0,0.0,99.75587255777778,1.0,0,0,0,1,1,1,0.0,0.0,0,0,100.45
R002874,O027141,C03168,2025-05-27 05:46:08.635520031,grocery,cod,not_as_described,1616.19,1616.19,1663.37,2.84,146,1,3,5,0,0,0,0.0,0.0,0.0,0.0,29.769065422222223,1.0,0,0,0,1,1,1,0.0,0.0,0,0,79.02
R002897,O027338,C03617,2025-05-27 07:13:20.047091329,beauty,card,size_fit,863.48,863.48,985.2,12.35,146,1,2,4,0,0,0,0.0,0.0,0.0,0.0,31.222235303055555,1.0,0,0,0,1,1,1,0.0,0.0,0,0,53.35
R002782,O026410,C09722,2025-05-27 07:47:25.125650520,electronics,upi,size_fit,7836.21,7836.21,9042.06,13.34,146,0,2,2,0,0,0,0.0,0.0,0.0,0.0,151.79031268055553,1.0,0,0,0,0,1,1,0.0,0.0,1,0,57.1
R002816,O026621,C01675,2025-05-27 08:46:40.614653701,fashion,wallet,changed_mind,1022.45,1022.45,1194.4,14.4,146,0,1,3,0,0,1,0.0,0.3333333333333333,0.0,7424.23,128.77794851472223,1.0,0,0,0,0,1,1,0.3333333333333333,0.3333333333333333,0,0,107.19
R002916,O027523,C00583,2025-05-27 09:14:02.772540999,grocery,wallet,wrong_item,633.83,633.83,751.1,15.61,146,1,1,3,0,0,0,0.0,0.0,0.0,0.0,57.234103483333335,1.0,0,0,0,1,1,1,0.0,0.0,0,0,83.43
R002797,O026499,C05115,2025-05-27 09:14:37.810265370,sports,cod,not_as_described,1872.57,1872.57,2142.76,12.61,146,0,1,1,0,0,0,0.0,0.0,0.0,0.0,129.24383618472223,1.0,0,0,0,0,1,1,0.0,0.0,0,0,190.05
R002901,O027375,C07984,2025-05-27 09:35:47.216585598,home,cod,size_fit,1503.58,1503.58,1889.76,20.44,146,1,1,2,0,0,0,0.0,0.0,0.0,0.0,9.59644905138889,1.0,0,0,0,1,1,1,0.0,0.0,0,0,33.46
R002942,O027747,C02003,2025-05-27 10:06:03.857963137,beauty,cod,size_fit,1172.44,1172.44,1262.23,7.11,146,1,1,3,0,0,0,0.0,0.0,0.0,0.0,34.10107165638889,1.0,0,0,0,1,1,1,0.0,0.0,0,0,105.85
R002877,O027162,C00739,2025-05-27 10:33:06.183886107,fashion,upi,damaged,954.19,954.19,1157.08,17.54,146,1,1,1,0,0,0,0.0,0.0,0.0,0.0,10.55171774611111,1.0,0,0,0,1,1,1,0.0,0.0,0,0,49.49
R002700,O025682,C01950,2025-05-27 11:43:28.492681306,grocery,card,wrong_item,418.22,418.22,506.58,17.44,146,0,2,3,0,0,0,0.0,0.0,0.0,0.0,203.72458130027778,1.0,0,0,0,0,1,1,0.0,0.0,0,0,27.0
R002801,O026530,C09040,2025-05-27 13:15:03.422323137,electronics,upi,size_fit,3797.97,3797.97,4475.88,15.15,87,0,2,2,0,0,0,0.0,0.0,0.0,0.0,133.25095064527778,1.0,0,0,0,0,1,1,0.0,0.0,0,0,73.52
R002867,O027081,C07830,2025-05-27 13:22:49.147523540,electronics,card,changed_mind,10230.3,10230.3,11719.75,12.71,146,1,1,1,0,0,0,0.0,0.0,0.0,0.0,85.38031875638889,1.0,0,0,0,1,1,1,0.0,0.0,1,0,236.29
R002923,O027586,C01263,2025-05-27 13:37:35.812470075,grocery,card,size_fit,477.22,477.22,601.62,20.68,146,2,3,3,0,0,0,0.0,0.0,0.0,0.0,37.626614575,1.0,0,0,0,2,1,1,0.0,0.0,0,0,87.49
R002971,O027918,C06400,2025-05-27 13:39:29.173784868,sports,card,not_as_described,755.33,755.33,764.71,1.23,146,1,1,1,0,0,0,0.0,0.0,0.0,0.0,13.658103828888889,1.0,0,0,0,1,1,1,0.0,0.0,0,0,62.9
R002892,O027295,C06884,2025-05-27 14:26:35.649128288,home,upi,not_as_described,2080.37,2080.37,2731.17,23.83,146,1,1,2,0,0,0,0.0,0.0,0.0,0.0,14.443235868888888,1.0,0,0,0,1,1,1,0.0,0.0,0,0,95.95
R002898,O027356,C04050,2025-05-27 14:43:32.586147040,beauty,upi,not_as_described,1406.51,1406.51,1574.77,10.68,146,1,1,3,0,0,1,0.0,0.3333333333333333,0.0,519.86,62.72571837416667,1.0,0,0,0,1,1,1,0.3333333333333333,0.3333333333333333,0,0,36.24
R002811,O026613,C04355,2025-05-27 14:56:56.670898779,beauty,upi,changed_mind,996.38,996.38,1386.3,28.13,42,0,2,4,0,0,0,0.0,0.0,0.0,0.0,110.94907524944445,1.0,0,0,0,0,1,1,0.0,0.0,0,0,36.61
R002840,O026888,C02135,2025-05-27 16:23:18.546231706,home,wallet,not_as_described,1216.68,1216.68,1505.11,19.16,85,1,1,2,0,0,0,0.0,0.0,0.0,0.0,88.38848506416666,1.0,0,0,0,1,1,1,0.0,0.0,0,0,52.98
R002937,O027706,C01108,2025-05-27 17:27:36.565589617,fashion,cod,not_as_described,890.07,890.07,1059.12,15.96,146,1,1,2,0,0,0,0.0,0.0,0.0,0.0,17.460157108055554,1.0,0,0,0,1,4,4,0.0,0.0,0,0,73.6
R002917,O027535,C02645,2025-05-27 17:50:40.136758375,home,card,changed_mind,5829.27,5829.27,6249.47,6.72,146,1,2,3,0,0,0,0.0,0.0,0.0,0.0,65.84448243277778,1.0,0,0,0,1,1,1,0.0,0.0,0,0,221.84
R002943,O027763,C00764,2025-05-27 19:26:17.276269617,electronics,wallet,size_fit,6013.52,6013.52,6572.08,8.5,146,1,2,2,0,0,0,0.0,0.0,0.0,0.0,19.438132296944442,1.0,0,0,0,1,1,1,0.0,0.0,0,0,73.23
R002920,O027552,C04170,2025-05-27 20:17:37.450121960,electronics,upi,not_as_described,4531.5,4531.5,5314.98,14.74,146,1,1,2,0,0,0,0.0,0.0,0.0,0.0,20.293736144722224,1.0,0,0,0,1,1,1,0.0,0.0,0,0,118.72
R002951,O027804,C02703,2025-05-27 20:59:52.039267746,beauty,card,size_fit,936.62,936.62,1043.32,10.23,146,1,1,1,0,0,0,0.0,0.0,0.0,0.0,20.99778868527778,1.0,0,0,0,1,1,1,0.0,0.0,0,0,84.95
R002891,O027291,C01666,2025-05-28 00:51:26.886636529,fashion,card,size_fit,3130.19,3130.19,3958.96,20.93,147,1,2,2,0,0,1,0.0,0.5,0.0,7188.44,72.85746851,1.0,0,0,0,1,1,1,0.5,0.5,0,0,217.58
R002844,O026934,C05973,2025-05-28 03:58:43.947938143,fashion,upi,wrong_item,1797.21,1797.21,865.4,6.19,1,0,2,3,0,0,1,0.0,0.3333333333333333,0.0,1361.5,75.97887442722222,1.0,0,0,0,0,5,5,0.21428571428571427,0.21428571428571427,0,0,111.27
R002858,O027012,C02927,2025-05-28 06:11:53.887887445,fashion,cod,not_as_described,2837.85,2837.85,3084.7,8.0,147,2,3,3,0,0,0,0.0,0.0,0.0,0.0,54.19830219083333,1.0,0,0,0,2,1,1,0.0,0.0,0,0,120.08
R002934,O027693,C06009,2025-05-28 07:42:14.252628844,electronics,card,wrong_item,7684.42,7684.42,9249.11,16.92,1,2,3,6,0,0,1,0.0,0.16666666666666666,0.0,1207.75,7.703959063333333,1.0,0,0,0,2,1,1,0.16666666666666666,0.16666666666666666,1,0,445.23
R002924,O027596,C09825,2025-05-28 13:37:08.147643589,fashion,wallet,size_fit,601.51,601.51,833.62,27.84,147,1,2,6,0,1,1,0.5,0.16666666666666666,1517.36,1517.36,13.618929900833333,1.0,0,1,0,1,1,1,0.16666666666666666,0.16666666666666666,0,0,13.24
R002893,O027317,C05576,2025-05-28 14:07:32.356496053,fashion,upi,size_fit,302.64,302.64,336.52,10.07,107,1,1,3,0,0,0,0.0,0.0,0.0,0.0,38.12565458222222,1.0,0,0,0,1,1,1,0.0,0.0,0,0,66.7
R002861,O027051,C01720,2025-05-28 17:15:07.255172192,fashion,card,damaged,2574.53,2574.53,2822.7,8.79,147,1,1,1,0,0,0,0.0,0.0,0.0,0.0,41.252015325555554,1.0,0,0,0,1,1,1,0.0,0.0,0,0,100.93
R002884,O027209,C04970,2025-05-28 17:26:40.609600530,sports,upi,wrong_item,889.44,889.44,930.8,4.44,147,1,1,2,0,0,0,0.0,0.0,0.0,0.0,65.44461377777777,1.0,0,0,0,1,1,1,0.0,0.0,0,0,104.61
