return_id,item_received,item_condition_ok,refund_completed,merchant_loss,abuse_rule_triggered,abusive_return
R003847,1,1,1,551.69,none,0
R003848,1,1,1,209.29,none,0
R003849,1,1,1,30.75,none,0
R003850,1,1,1,152.79,none,0
R003851,1,1,1,318.16,none,0
R003852,1,1,1,64.65,none,0
R003853,1,1,1,71.54,none,0
R003854,1,1,1,37.65,none,0
R003855,1,1,1,127.39,none,0
R003856,1,1,1,254.56,none,0
R003857,1,1,1,302.84,none,0
R003858,1,1,1,78.25,none,0
R003859,1,1,1,97.94,none,0
R003860,1,1,1,193.77,none,0
R003861,0,1,1,133.44,none,0
R003862,1,1,1,57.93,none,0
R003863,1,1,1,42.75,none,0
R003864,1,1,1,84.31,none,0
R003865,1,1,1,51.44,none,0
R003866,1,1,1,337.37,none,0
R003867,1,1,1,100.46,none,0
R003868,1,1,1,600.0,none,0
R003869,1,1,1,93.47,none,0
R003870,1,1,1,313.27,none,0
R003871,1,1,1,3814.47,condition_mismatch,1
R003872,1,1,1,50.99,none,0
R003873,1,1,1,160.14,none,0
R003874,1,1,1,103.94,none,0
R003875,1,1,1,48.57,none,0
R003876,0,1,1,101.9,none,0
R003877,1,1,1,190.67,none,0
R003878,1,1,1,286.53,none,0
R003879,1,1,1,131.96,none,0
R003880,1,1,1,76.75,none,0
R003881,1,1,1,230.33,none,0
R003882,1,1,1,268.78,none,0
R003883,1,1,1,70.76,none,0
R003884,1,1,1,515.31,none,0
R003885,1,0,1,104.69,none,0
R003886,1,0,1,6031.56,refund_abuse,1
R003887,1,1,1,61.68,none,0
R003888,1,1,1,75.46,none,0
R003889,1,0,1,2649.96,refund_abuse,1
R003890,1,1,1,52.0,none,0
R003891,1,1,1,100.93,none,0
R003892,1,1,1,329.12,none,0
R003893,1,1,1,16.06,none,0
R003894,1,1,1,107.97,none,0
R003895,1,1,1,99.56,none,0
R003896,1,1,1,206.07,none,0
R003897,1,1,1,213.53,none,0
R003898,1,1,1,107.27,none,0
R003899,1,1,1,63.6,none,0
R003900,1,1,1,68.62,none,0
R003901,1,1,1,118.66,none,0
R003902,1,1,1,92.09,none,0
R003903,1,1,1,131.29,none,0
R003904,1,1,1,247.76,none,0
R003905,1,1,1,97.22,none,0
R003906,0,1,1,114.74,none,0
R003907,1,1,1,33.88,none,0
R003908,1,1,1,73.56,none,0
R003909,1,1,1,5.17,none,0
R003910,1,1,1,70.6,none,0
R003911,1,1,1,87.85,none,0
R003912,1,1,1,20.33,none,0
R003913,1,1,1,116.62,none,0
R003914,1,1,1,74.47,none,0
R003915,1,0,1,188.73,none,0
R003916,0,1,1,72.41,none,0
R003917,1,1,1,102.14,none,0
R003918,1,1,1,96.31,none,0
R003919,1,1,1,202.93,none,0
R003920,1,1,1,25.15,none,0
R003921,1,1,1,169.37,none,0
R003922,1,1,1,108.46,none,0
R003923,1,1,1,178.21,none,0
R003924,1,1,1,123.26,none,0
R003925,1,1,1,91.22,none,0
R003926,1,1,1,103.15,none,0
R003927,1,1,1,81.72,none,0
R003928,1,1,1,98.31,none,0
R003929,1,0,1,155.0,none,0
R003930,1,0,1,334.97,none,0
R003931,1,1,1,181.25,none,0
R003932,1,1,1,153.02,none,0
R003933,1,1,1,10.89,none,0
R003934,1,1,1,116.6,none,0
R003935,1,1,1,86.03,none,0
R003936,1,1,1,43.53,none,0
R003937,1,1,1,78.58,none,0
R003938,1,1,1,83.24,none,0
R003939,1,1,1,22.07,none,0
R003940,1,1,1,240.37,none,0
R003941,1,1,1,61.5,none,0
R003942,1,1,1,70.69,none,0
R003943,1,1,1,132.43,none,0
R003944,1,1,1,22.71,none,0
R003945,1,1,1,31.24,none,0
R003946,0,0,1,8251.06,refund_abuse,1
R003947,1,1,1,100.01,none,0
R003948,1,1,1,91.33,none,0
R003949,1,1,1,207.87,none,0
R003950,1,1,1,106.18,none,0
R003951,1,1,1,237.93,none,0
R003952,0,1,1,147.63,none,0
R003953,1,1,1,88.93,none,0
R003954,1,1,1,57.29,none,0
R003955,1,1,1,319.73,none,0
R003956,1,1,1,600.0,none,0
R003957,1,1,1,140.61,none,0
R003958,1,1,1,56.7,none,0
R003959,1,1,1,76.98,none,0
R003960,1,1,1,52.83,none,0
R003961,1,1,1,46.08,none,0
R003962,1,1,1,85.3,none,0
R003963,1,1,1,93.65,none,0
R003964,1,1,1,134.93,none,0
R003965,1,1,1,46.37,none,0
R003966,1,1,1,138.7,none,0
R003967,1,1,1,8.91,none,0
R003968,1,1,1,100.36,none,0
R003969,1,1,1,91.6,none,0
R003970,1,1,1,22.67,none,0
R003971,1,1,1,268.65,none,0
R003972,1,1,1,148.53,none,0
R003973,1,1,1,579.62,none,0
R003974,1,1,1,47.81,none,0
R003975,1,1,1,104.09,none,0
R003976,1,1,1,96.42,none,0
R003977,1,1,1,930.18,condition_mismatch,1
R003978,1,1,1,63.64,none,0
R003979,1,1,1,66.33,none,0
R003980,1,1,1,90.47,none,0
R003981,1,1,1,94.58,none,0
R003982,1,1,1,86.05,none,0
R003983,1,1,1,600.0,none,0
R003984,1,1,1,63.32,none,0
R003985,1,1,1,26.49,none,0
R003986,1,0,1,1060.27,coordinated_abuse,1
R003987,0,1,1,60.34,none,0
R003988,1,1,1,63.24,none,0
R003989,1,1,1,155.81,none,0
R003990,1,0,1,2111.87,coordinated_abuse,1
R003991,1,1,1,131.09,none,0
R003992,1,1,1,76.84,none,0
R003993,1,1,1,56.65,none,0
R003994,1,1,1,80.83,none,0
R003995,1,1,1,89.0,none,0
R003996,0,0,1,71.81,none,0
R003997,1,1,1,9.76,none,0
R003998,1,1,1,125.91,none,0
R003999,1,1,1,276.02,none,0
R004000,1,1,1,506.67,none,0
R004001,0,0,1,1183.56,refund_abuse,1
R004002,0,1,1,99.39,none,0
R004003,1,1,1,91.35,none,0
R004004,1,1,1,113.61,none,0
R004005,1,1,1,45.35,none,0
R004006,1,1,1,93.28,none,0
R004007,1,1,1,81.88,none,0
R004008,1,1,1,185.91,none,0
R004009,1,1,1,136.91,none,0
R004010,1,1,1,85.07,none,0
R004011,1,1,1,215.16,none,0
R004012,1,0,1,101.56,none,0
R004013,1,1,1,198.83,none,0
R004014,1,1,1,27.39,none,0
R004015,1,1,1,24.54,none,0
R004016,1,1,1,70.96,none,0
R004017,1,1,1,61.12,none,0
R004018,1,1,1,153.89,none,0
R004019,1,1,1,156.85,none,0
R004020,1,1,1,61.69,none,0
R004021,1,0,1,60.03,none,0
R004022,1,1,1,135.23,none,0
R004023,1,1,1,209.39,none,0
R004024,1,1,1,37.52,none,0
R004025,1,1,1,190.9,none,0
R004026,1,1,1,0.0,none,0
R004027,1,1,1,7722.76,refund_abuse,1
R004028,1,1,1,295.28,none,0
R004029,1,1,1,76.0,none,0
R004030,1,1,1,391.11,none,0
R004031,1,1,1,112.17,none,0
R004032,1,1,1,393.62,none,0
R004033,1,1,1,59.78,none,0
R004034,1,1,1,67.14,none,0
R004035,1,1,1,85.33,none,0
R004036,1,1,1,132.1,none,0
R004037,1,1,1,110.66,none,0
R004038,1,1,1,119.89,none,0
R004039,1,1,1,5.68,none,0
R004040,1,1,1,185.23,none,0
R004041,1,1,1,72.18,none,0
R004042,1,1,1,198.52,none,0
R004043,1,1,1,29.45,none,0
R004044,1,1,1,121.2,none,0
R004045,1,1,1,36.94,none,0
R004046,1,1,1,141.28,none,0
R004047,1,1,1,73.66,none,0
R004048,1,1,1,44.5,none,0
R004049,1,1,1,600.0,none,0
R004050,1,1,1,123.92,none,0
R004051,1,1,1,412.88,none,0
R004052,1,1,1,59.33,none,0
R004053,1,1,1,56.2,none,0
R004054,1,1,1,120.48,none,0
R004055,1,1,1,135.13,none,0
R004056,1,1,1,573.97,none,0
R004057,1,1,1,67.92,none,0
R004058,1,1,1,68.25,none,0
R004059,1,1,1,52.2,none,0
R004060,0,1,1,2106.26,condition_mismatch,1
R004061,1,1,1,248.89,none,0
R004062,1,1,1,16.03,none,0
R004063,1,1,1,76.08,none,0
R004064,1,1,1,113.29,none,0
R004065,1,1,1,189.98,none,0
R004066,1,1,1,116.83,none,0
R004067,1,1,1,101.84,none,0
R004068,1,1,1,99.6,none,0
R004069,1,1,1,246.58,none,0
R004070,1,1,1,118.74,none,0
R004071,1,1,1,42.27,none,0
R004072,1,1,1,79.6,none,0
R004073,1,1,1,15.49,none,0
R004074,1,1,1,76.09,none,0
R004075,1,0,1,25.57,none,0
R004076,1,0,1,65.25,none,0
R004077,1,1,1,42.38,none,0
R004078,1,1,1,81.52,none,0
R004079,1,1,1,51.72,none,0
R004080,1,1,1,575.72,none,0
R004081,1,1,1,111.91,none,0
R004082,1,1,1,19.71,none,0
R004083,1,1,1,44.33,none,0
R004084,1,1,1,321.43,none,0
R004085,1,1,1,224.21,none,0
R004086,1,1,1,55.74,none,0
R004087,0,1,1,117.88,none,0
R004088,1,1,1,58.76,none,0
R004089,1,1,1,32.95,none,0
R004090,1,1,1,84.92,none,0
R004091,1,1,1,32.84,none,0
R004092,1,1,1,56.75,none,0
R004093,1,1,1,252.62,none,0
R004094,1,1,1,134.21,none,0
R004095,1,1,1,10.57,none,0
R004096,1,1,1,231.29,none,0
R004097,1,1,1,32.97,none,0
R004098,1,1,1,62.66,none,0
R004099,1,1,1,203.27,none,0
R004100,1,1,1,165.72,none,0
R004101,1,1,1,44.71,none,0
R004102,1,1,1,106.24,none,0
R004103,1,1,1,94.56,none,0
R004104,1,1,1,54.11,none,0
R004105,1,1,1,67.1,none,0
R004106,1,1,1,177.02,none,0
R004107,1,1,1,40.2,none,0
R004108,1,1,1,26.84,none,0
R004109,0,1,1,177.72,none,0
R004110,1,1,1,2450.94,coordinated_abuse,1
R004111,1,1,1,54.11,none,0
R004112,1,1,1,350.54,none,0
R004113,1,1,1,55.1,none,0
R004114,1,1,1,103.0,none,0
R004115,1,1,1,52.58,none,0
R004116,1,1,1,52.0,none,0
R004117,1,1,1,171.3,none,0
R004118,1,1,1,11.61,none,0
R004119,1,1,1,79.77,none,0
R004120,1,1,1,300.3,none,0
R004121,1,1,1,36.4,none,0
R004122,1,0,1,57.3,none,0
R004123,1,1,1,36.87,none,0
R004124,1,1,1,115.76,none,0
R004125,1,1,1,600.0,none,0
R004126,1,0,1,56.03,none,0
R004127,1,1,1,266.14,none,0
R004128,1,1,1,166.12,none,0
R004129,1,1,1,82.52,none,0
R004130,0,1,1,14.2,none,0
R004131,1,1,1,66.91,none,0
R004132,1,1,1,356.49,none,0
R004133,1,1,1,19.69,none,0
R004134,1,1,1,64.25,none,0
R004135,0,1,1,2475.93,condition_mismatch,1
R004136,1,0,1,183.55,none,0
R004137,1,1,1,78.07,none,0
R004138,1,1,1,182.47,none,0
R004139,1,1,1,600.0,none,0
R004140,1,1,1,112.14,none,0
R004141,1,1,1,434.07,none,0
R004142,1,1,1,52.66,none,0
R004143,1,1,1,69.16,none,0
R004144,1,1,1,251.05,none,0
R004145,1,1,1,109.95,none,0
R004146,0,1,1,376.16,none,0
R004147,1,1,1,77.63,none,0
R004148,1,1,1,40.9,none,0
R004149,1,1,1,61.28,none,0
R004150,1,1,1,39.7,none,0
R004151,1,1,1,600.0,none,0
R004152,1,1,1,71.91,none,0
R004153,1,1,1,171.6,none,0
R004154,1,1,1,376.94,none,0
R004155,1,1,1,205.65,none,0
R004156,1,1,1,28.78,none,0
R004157,1,1,1,394.02,none,0
R004158,1,1,1,143.69,none,0
R004159,0,1,1,24.89,none,0
R004160,1,1,1,404.34,none,0
R004161,1,0,1,98.56,none,0
R004162,1,1,1,185.0,none,0
R004163,1,1,1,179.84,none,0
R004164,1,1,1,2066.19,refund_abuse,1
R004165,1,1,1,50.22,none,0
R004166,1,1,1,112.99,none,0
R004167,1,1,1,104.25,none,0
R004168,1,1,1,164.67,none,0
R004169,1,1,1,131.49,none,0
R004170,1,1,1,73.04,none,0
R004171,1,1,1,52.89,none,0
R004172,1,1,1,151.79,none,0
R004173,1,1,1,163.19,none,0
R004174,1,1,1,244.48,none,0
R004175,1,1,1,208.12,none,0
R004176,1,1,1,78.94,none,0
R004177,1,1,1,39.9,none,0
R004178,1,1,1,57.96,none,0
R004179,1,1,1,36.99,none,0
R004180,1,1,1,600.0,none,0
R004181,1,1,1,186.01,none,0
R004182,1,1,1,443.23,none,0
R004183,1,1,1,110.34,none,0
R004184,1,1,1,66.3,none,0
R004185,1,1,1,173.63,none,0
R004186,1,1,1,267.23,none,0
R004187,1,1,1,193.44,none,0
R004188,1,1,1,71.51,none,0
R004189,1,1,1,78.97,none,0
R004190,1,1,1,161.67,none,0
R004191,1,1,1,69.86,none,0
R004192,0,1,1,1826.54,condition_mismatch,1
R004193,1,1,1,84.17,none,0
R004194,1,1,1,63.33,none,0
R004195,1,0,1,166.22,none,0
R004196,1,1,1,219.02,none,0
R004197,1,1,1,118.89,none,0
R004198,1,1,1,73.91,none,0
R004199,1,0,1,2625.62,condition_mismatch,1
R004200,1,1,1,110.11,none,0
R004201,1,1,1,226.55,none,0
R004202,1,1,1,244.11,none,0
R004203,1,1,1,41.14,none,0
R004204,1,1,1,34.04,none,0
R004205,1,1,1,118.37,none,0
R004206,1,1,1,66.25,none,0
R004207,1,1,1,70.53,none,0
R004208,1,1,1,71.6,none,0
R004209,1,1,1,114.09,none,0
R004210,1,1,1,189.7,none,0
R004211,1,1,1,520.69,none,0
R004212,0,1,1,101.26,none,0
R004213,1,1,1,131.76,none,0
R004214,1,1,1,53.06,none,0
R004215,1,1,1,331.02,none,0
R004216,1,1,1,96.22,none,0
R004217,1,1,1,125.69,none,0
R004218,1,1,1,170.01,none,0
R004219,1,1,1,69.13,none,0
R004220,1,1,1,90.74,none,0
R004221,1,1,1,78.21,none,0
R004222,1,1,1,67.04,none,0
R004223,1,1,1,147.71,none,0
R004224,1,1,1,72.08,none,0
R004225,1,1,1,82.53,none,0
R004226,1,1,1,455.71,none,0
R004227,0,1,1,158.9,none,0
R004228,0,0,1,750.0,refund_abuse,1
R004229,1,1,1,88.59,none,0
R004230,1,1,1,137.18,none,0
R004231,0,1,1,600.0,none,0
R004232,1,1,1,137.87,none,0
R004233,1,1,1,61.18,none,0
R004234,1,1,1,135.5,none,0
R004235,0,1,1,1670.29,refund_abuse,1
R004236,1,1,1,124.17,none,0
R004237,1,1,1,488.16,none,0
R004238,1,1,1,57.04,none,0
R004239,1,1,1,47.01,none,0
R004240,1,1,1,84.69,none,0
R004241,1,1,1,181.47,none,0
R004242,0,1,1,356.09,none,0
R004243,1,0,1,199.92,none,0
R004244,1,0,1,70.33,none,0
R004245,1,1,1,54.02,none,0
R004246,1,1,1,106.26,none,0
R004247,1,1,1,68.92,none,0
R004248,1,1,1,44.36,none,0
R004249,1,1,1,74.69,none,0
R004250,1,1,1,600.0,none,0
R004251,1,1,1,48.96,none,0
R004252,1,1,1,600.0,none,0
R004253,1,1,1,41.22,none,0
R004254,1,1,1,1159.79,refund_abuse,1
R004255,1,1,1,99.79,none,0
R004256,1,1,1,600.0,none,0
R004257,1,1,1,380.1,none,0
R004258,1,1,1,30.49,none,0
R004259,1,1,1,260.49,none,0
R004260,1,1,1,125.86,none,0
R004261,1,1,1,95.86,none,0
R004262,1,1,1,170.97,none,0
R004263,1,1,1,63.29,none,0
R004264,1,1,1,83.62,none,0
R004265,1,1,1,47.27,none,0
R004266,1,1,1,156.73,none,0
R004267,1,1,1,39.01,none,0
R004268,1,1,1,27.49,none,0
R004269,1,1,1,40.42,none,0
R004270,0,1,1,59.56,none,0
R004271,1,1,1,184.87,none,0
R004272,1,1,1,61.67,none,0
R004273,1,1,1,78.21,none,0
R004274,1,1,1,77.05,none,0
R004275,1,1,1,69.28,none,0
R004276,1,1,1,282.56,none,0
R004277,1,1,1,19.38,none,0
R004278,1,1,1,321.15,none,0
R004279,1,1,1,69.15,none,0
R004280,1,1,1,472.33,none,0
R004281,1,1,1,175.56,none,0
R004282,1,1,1,68.0,none,0
R004283,1,1,1,153.92,none,0
R004284,1,1,1,600.0,none,0
R004285,1,1,1,98.31,none,0
R004286,1,1,1,95.13,none,0
R004287,1,1,1,32.7,none,0
R004288,1,1,1,600.0,none,0
R004289,1,1,1,87.91,none,0
R004290,1,1,1,89.13,none,0
R004291,1,1,1,71.1,none,0
R004292,1,1,1,82.72,none,0
R004293,1,1,1,74.6,none,0
R004294,1,1,1,51.51,none,0
R004295,1,1,1,110.35,none,0
R004296,1,1,1,49.86,none,0
R004297,1,0,1,65.98,none,0
R004298,1,1,1,343.23,none,0
R004299,0,1,1,309.19,none,0
R004300,1,1,1,84.86,none,0
R004301,1,1,1,108.36,none,0
R004302,1,1,1,136.59,none,0
R004303,1,1,1,71.88,none,0
R004304,1,1,1,109.98,none,0
R004305,1,1,1,128.68,none,0
R004306,1,1,1,121.36,none,0
R004307,0,1,1,46.26,none,0
R004308,1,1,1,154.06,none,0
R004309,1,1,1,132.31,none,0
R004310,1,1,1,108.86,none,0
R004311,1,1,1,95.55,none,0
R004312,1,1,1,154.66,none,0
R004313,1,1,1,65.79,none,0
R004314,1,1,1,219.21,none,0
R004315,1,0,1,8671.36,condition_mismatch,1
R004316,1,1,1,76.77,none,0
R004317,1,1,1,123.01,none,0
R004318,1,1,1,89.28,none,0
R004319,1,1,1,59.67,none,0
R004320,0,0,1,809.2,condition_mismatch,1
R004321,1,1,1,168.03,none,0
R004322,1,1,1,222.32,none,0
R004323,1,1,1,116.49,none,0
R004324,1,1,1,32.81,none,0
R004325,1,1,1,45.72,none,0
R004326,1,1,1,91.45,none,0
R004327,1,0,1,1753.72,refund_abuse,1
R004328,0,1,1,1891.41,coordinated_abuse,1
R004329,1,1,1,40.45,none,0
R004330,1,1,1,203.95,none,0
R004331,1,1,1,145.27,none,0
R004332,1,1,1,131.62,none,0
R004333,1,1,1,93.23,none,0
R004334,1,1,1,97.65,none,0
R004335,1,1,1,50.74,none,0
R004336,1,1,1,57.86,none,0
R004337,1,1,1,600.0,none,0
R004338,1,1,1,154.31,none,0
R004339,1,1,1,92.39,none,0
R004340,1,1,1,133.85,none,0
R004341,1,1,1,72.19,none,0
R004342,1,1,1,512.37,none,0
R004343,1,1,1,109.28,none,0
R004344,1,1,1,146.52,none,0
R004345,1,1,1,138.72,none,0
R004346,1,1,1,70.31,none,0
R004347,1,1,1,42.77,none,0
R004348,1,1,1,229.77,none,0
R004349,1,1,1,92.75,none,0
R004350,1,1,1,84.39,none,0
R004351,1,0,1,75.89,none,0
R004352,1,1,1,67.18,none,0
R004353,1,1,1,571.72,none,0
R004354,1,1,1,600.0,none,0
R004355,1,1,1,83.56,none,0
R004356,1,1,1,75.17,none,0
R004357,1,1,1,53.63,none,0
R004358,1,1,1,25.93,none,0
R004359,1,1,1,22.63,none,0
R004360,1,1,1,39.05,none,0
R004361,1,1,1,23.4,none,0
R004362,1,1,1,28.97,none,0
R004363,1,1,1,177.29,none,0
R004364,1,0,1,2620.28,refund_abuse,1
R004365,1,1,1,103.92,none,0
R004366,1,1,1,491.7,none,0
R004367,1,0,1,600.0,none,0
R004368,1,1,1,199.01,none,0
R004369,1,1,1,238.44,none,0
R004370,1,1,1,46.99,none,0
R004371,1,1,1,75.45,none,0
R004372,1,1,1,160.03,none,0
R004373,1,1,1,103.57,none,0
R004374,1,1,1,220.73,none,0
R004375,1,1,1,62.24,none,0
R004376,1,1,1,77.21,none,0
R004377,1,0,1,75.19,none,0
R004378,1,1,1,128.82,none,0
R004379,1,1,1,74.81,none,0
R004380,1,1,1,60.67,none,0
R004381,1,1,1,103.6,none,0
R004382,1,1,1,96.97,none,0
R004383,1,1,1,355.05,none,0
R004384,1,1,1,92.37,none,0
R004385,1,0,1,173.36,none,0
R004386,1,1,1,68.64,none,0
R004387,1,1,1,267.49,none,0
R004388,1,1,1,61.75,none,0
R004389,1,1,1,91.66,none,0
R004390,1,1,1,61.64,none,0
R004391,1,1,1,266.82,none,0
R004392,1,1,1,75.28,none,0
R004393,1,1,1,94.13,none,0
R004394,1,1,1,55.9,none,0
R004395,1,0,1,186.1,none,0
R004396,1,1,1,39.44,none,0
R004397,1,0,1,102.79,none,0
R004398,1,0,1,2106.97,refund_abuse,1
R004399,1,0,1,53.72,none,0
R004400,1,1,1,48.92,none,0
R004401,1,1,1,81.95,none,0
R004402,1,1,1,30.71,none,0
R004403,1,1,1,69.35,none,0
R004404,1,1,1,29.71,none,0
R004405,1,1,1,102.13,none,0
R004406,1,1,1,108.04,none,0
R004407,1,1,1,71.85,none,0
R004408,1,1,1,1.95,none,0
R004409,1,1,1,170.18,none,0
R004410,1,1,1,75.96,none,0
R004411,1,1,1,140.3,none,0
R004412,1,1,1,54.35,none,0
R004413,1,1,1,189.23,none,0
R004414,1,1,1,67.65,none,0
R004415,1,1,1,81.67,none,0
R004416,1,1,1,346.35,none,0
R004417,1,1,1,185.55,none,0
R004418,1,1,1,81.4,none,0
R004419,1,1,1,73.94,none,0
R004420,1,1,1,187.85,none,0
R004421,1,0,1,116.32,none,0
R004422,1,1,1,73.27,none,0
R004423,1,1,1,44.99,none,0
R004424,1,1,1,129.8,none,0
R004425,1,1,1,201.98,none,0
R004426,1,1,1,109.65,none,0
R004427,1,1,1,54.26,none,0
R004428,1,1,1,96.14,none,0
R004429,1,1,1,332.22,none,0
R004430,1,1,1,125.4,none,0
R004431,1,1,1,77.11,none,0
R004432,1,1,1,64.25,none,0
R004433,1,1,1,71.53,none,0
R004434,1,1,1,221.33,none,0
R004435,1,1,1,37.49,none,0
R004436,1,0,1,170.81,none,0
R004437,1,1,1,103.65,none,0
R004438,1,1,1,79.17,none,0
R004439,1,1,1,92.57,none,0
R004440,1,1,1,288.24,none,0
R004441,0,0,1,55.55,none,0
R004442,1,1,1,37.21,none,0
R004443,1,1,1,63.53,none,0
R004444,1,1,1,118.41,none,0
R004445,1,1,1,120.88,none,0
R004446,1,0,1,49.12,none,0
R004447,1,1,1,188.5,none,0
R004448,1,1,1,84.67,none,0
R004449,1,1,1,283.98,none,0
R004450,1,1,1,48.37,none,0
R004451,1,1,1,38.75,none,0
R004452,1,1,1,68.54,none,0
R004453,1,1,1,96.86,none,0
R004454,1,1,1,103.79,none,0
R004455,1,1,1,58.14,none,0
R004456,1,1,1,113.29,none,0
R004457,1,1,1,136.15,none,0
R004458,1,1,1,28.55,none,0
R004459,1,1,1,75.91,none,0
R004460,1,1,1,48.68,none,0
R004461,1,1,1,140.8,none,0
R004462,1,0,1,130.29,none,0
R004463,1,1,1,8485.62,condition_mismatch,1
R004464,1,1,1,3.65,none,0
R004465,1,1,1,84.16,none,0
R004466,1,1,1,73.1,none,0
R004467,1,1,1,132.38,none,0
R004468,1,1,1,115.17,none,0
R004469,0,1,1,520.83,none,0
R004470,1,1,1,202.32,none,0
R004471,1,1,1,99.09,none,0
R004472,1,1,1,122.35,none,0
R004473,1,1,1,78.23,none,0
R004474,1,1,1,2488.51,refund_abuse,1
R004475,1,1,1,235.29,none,0
R004476,1,1,1,74.65,none,0
R004477,1,1,1,138.63,none,0
R004478,1,1,1,24.17,none,0
R004479,1,1,1,34.54,none,0
R004480,1,1,1,222.92,none,0
R004481,1,1,1,57.14,none,0
R004482,1,1,1,57.47,none,0
R004483,1,1,1,83.1,none,0
R004484,1,1,1,293.48,none,0
R004485,1,1,1,59.84,none,0
R004486,1,1,1,600.0,none,0
R004487,1,1,1,68.36,none,0
R004488,1,1,1,77.77,none,0
R004489,1,1,1,65.36,none,0
R004490,1,1,1,49.09,none,0
R004491,1,1,1,443.3,none,0
R004492,1,1,1,75.01,none,0
R004493,1,1,1,89.66,none,0
R004494,1,1,1,169.09,none,0
R004495,1,1,1,28.72,none,0
R004496,1,1,1,269.69,none,0
R004497,1,1,1,73.3,none,0
R004498,0,1,1,99.32,none,0
R004499,1,1,1,198.2,none,0
R004500,1,1,1,189.14,none,0
R004501,1,1,1,117.09,none,0
R004502,1,1,1,25.15,none,0
R004503,1,1,1,77.91,none,0
R004504,0,1,1,120.68,none,0
R004505,1,1,1,276.12,none,0
R004506,1,1,1,76.91,none,0
R004507,1,1,1,498.62,none,0
R004508,1,1,1,600.0,none,0
R004509,1,1,1,66.17,none,0
R004510,1,1,1,51.87,none,0
R004511,1,1,1,303.55,none,0
R004512,1,1,1,99.37,none,0
R004513,1,1,1,1460.77,condition_mismatch,1
R004514,1,1,1,113.74,none,0
R004515,1,1,1,148.91,none,0
R004516,1,1,1,27.2,none,0
R004517,1,1,1,111.98,none,0
R004518,1,1,1,35.28,none,0
R004519,1,1,1,43.48,none,0
R004520,1,1,1,193.4,none,0
R004521,1,1,1,4.38,none,0
R004522,1,1,1,264.19,none,0
R004523,1,1,1,446.92,none,0
R004524,1,1,1,303.59,none,0
R004525,1,1,1,26.37,none,0
R004526,1,1,1,117.33,none,0
R004527,1,1,1,180.48,none,0
R004528,1,1,1,181.43,none,0
R004529,1,1,1,133.36,none,0
R004530,1,1,1,97.16,none,0
R004531,1,1,1,150.56,none,0
R004532,1,1,1,305.81,none,0
R004533,1,1,1,65.6,none,0
R004534,1,0,1,465.28,none,0
R004535,1,1,1,106.74,none,0
R004536,1,0,1,237.08,none,0
R004537,1,1,1,104.24,none,0
R004538,1,1,1,189.71,none,0
R004539,1,1,1,134.98,none,0
R004540,1,1,1,349.19,none,0
R004541,1,1,1,48.84,none,0
R004542,1,1,1,125.53,none,0
R004543,1,1,1,74.79,none,0
R004544,1,1,1,120.2,none,0
R004545,1,1,1,181.88,none,0
R004546,1,1,1,69.46,none,0
R004547,1,1,1,66.81,none,0
R004548,1,1,1,100.45,none,0
R004549,1,1,1,58.71,none,0
R004550,1,1,1,132.68,none,0
R004551,1,1,1,97.38,none,0
R004552,1,1,1,46.38,none,0
R004553,1,1,1,316.33,none,0
R004554,0,1,1,75.57,none,0
R004555,1,1,1,24.58,none,0
R004556,1,1,1,225.09,none,0
R004557,1,1,1,122.42,none,0
R004558,1,1,1,67.3,none,0
R004559,1,1,1,29.67,none,0
R004560,1,1,1,600.0,none,0
R004561,1,1,1,25.77,none,0
R004562,1,1,1,42.66,none,0
R004563,1,1,1,46.0,none,0
R004564,1,1,1,60.05,none,0
R004565,1,1,1,1415.96,coordinated_abuse,1
R004566,1,1,1,70.12,none,0
R004567,1,1,1,39.73,none,0
R004568,1,1,1,171.29,none,0
R004569,1,1,1,87.22,none,0
R004570,1,1,1,177.43,none,0
R004571,1,1,1,41.07,none,0
R004572,1,1,1,278.88,none,0
R004573,1,1,1,176.43,none,0
R004574,1,1,1,470.14,none,0
R004575,1,1,1,273.13,none,0
R004576,1,1,1,90.43,none,0
R004577,1,1,1,80.07,none,0
R004578,1,1,1,0.0,none,0
R004579,1,1,1,55.51,none,0
R004580,1,1,1,290.04,none,0
R004581,1,1,1,71.79,none,0
R004582,1,1,1,76.66,none,0
R004583,1,1,1,0.0,none,0
R004584,1,1,1,97.01,none,0
R004585,1,1,1,10136.33,condition_mismatch,1
R004586,1,1,1,78.66,none,0
R004587,1,1,1,44.79,none,0
R004588,1,1,1,68.46,none,0
R004589,1,1,1,61.38,none,0
R004590,1,1,1,57.45,none,0
R004591,1,1,1,27.35,none,0
R004592,1,1,1,126.29,none,0
R004593,1,1,1,86.29,none,0
R004594,1,1,1,233.9,none,0
R004595,1,1,1,104.53,none,0
R004596,1,1,1,68.79,none,0
R004597,1,1,1,600.0,none,0
R004598,1,1,1,84.75,none,0
R004599,1,1,1,169.83,none,0
R004600,1,0,1,4479.51,coordinated_abuse,1
R004601,1,1,1,129.4,none,0
R004602,1,1,1,512.89,none,0
R004603,1,1,1,103.65,none,0
R004604,0,1,1,280.26,none,0
R004605,1,0,1,64.93,none,0
R004606,1,1,1,194.27,none,0
R004607,1,1,1,600.0,none,0
R004608,1,1,1,48.09,none,0
R004609,1,1,1,113.62,none,0
R004610,1,1,1,162.81,none,0
