customer_id,account_created_at,home_region,latent_type,device_id,address_id,payment_fingerprint
C04776,2025-01-01,W,normal,D04776,A04776,P04776
C04777,2025-07-17,N,normal,D04777,A04777,P04777
C04778,2025-01-01,W,normal,D04778,A04778,P04778
C04779,2025-01-01,N,normal,D04779,A04779,P04779
C04780,2025-01-01,S,normal,D04780,A04780,P04780
C04781,2025-01-01,E,coordinated,DCO0011,ACO0011,PCO0011
C04782,2025-01-01,E,frequent_legit,D04782,A04782,P04782
C04783,2025-01-01,W,normal,D04783,A04783,P04783
C04784,2025-01-01,N,frequent_legit,D04784,A04784,P04784
C04785,2025-01-01,S,normal,D04785,A04785,P04785
C04786,2025-01-01,W,normal,D04786,A04786,P04786
C04787,2025-03-21,W,normal,D04787,A04787,P04787
C04788,2025-11-28,S,normal,D04788,A04788,P04788
C04789,2025-01-01,S,normal,D04789,A04789,P04789
C04790,2025-01-01,W,normal,D04790,A04790,P04790
C04791,2025-03-12,W,normal,D04791,A04791,P04791
C04792,2025-01-01,W,normal,D04792,A04792,P04792
C04793,2025-01-01,W,frequent_legit,D04793,A04793,P04793
C04794,2025-01-01,S,normal,D04794,A04794,P04794
C04795,2025-01-01,E,normal,D04795,A04795,P04795
C04796,2025-01-01,S,normal,D04796,A04796,P04796
C04797,2025-01-01,N,normal,D04797,A04797,P04797
C04798,2025-01-01,W,normal,D04798,A04798,P04798
C04799,2025-01-01,E,normal,D04799,A04799,P04799
C04800,2025-03-02,N,normal,D04800,A04800,P04800
C04801,2025-01-01,E,normal,D04801,A04801,P04801
C04802,2025-01-01,S,normal,D04802,A04802,P04802
C04803,2025-01-01,N,normal,D04803,A04803,P04803
C04804,2025-01-01,E,normal,D04804,A04804,P04804
C04805,2025-01-01,W,normal,D04805,A04805,P04805
C04806,2025-01-01,S,normal,D04806,A04806,P04806
C04807,2025-01-01,N,normal,D04807,A04807,P04807
C04808,2025-04-21,E,normal,D04808,A04808,P04808
C04809,2025-01-01,N,normal,D04809,A04809,P04809
C04810,2025-02-17,W,normal,D04810,A04810,P04810
C04811,2025-01-01,N,normal,D04811,A04811,P04811
C04812,2025-01-01,W,normal,D04812,A04812,P04812
C04813,2025-01-01,N,frequent_legit,D04813,A04813,P04813
C04814,2025-01-01,N,normal,D04814,A04814,P04814
C04815,2025-01-01,S,normal,D04815,A04815,P04815
C04816,2025-11-10,W,normal,D04816,A04816,P04816
C04817,2025-01-01,NE,normal,D04817,A04817,P04817
C04818,2025-01-01,S,normal,D04818,A04818,P04818
C04819,2025-01-01,S,normal,D04819,A04819,P04819
C04820,2025-01-01,N,normal,D04820,A04820,P04820
C04821,2025-01-01,E,normal,D04821,A04821,P04821
C04822,2025-11-30,S,normal,D04822,A04822,P04822
C04823,2025-01-01,W,normal,D04823,A04823,P04823
C04824,2025-01-01,S,normal,D04824,A04824,P04824
C04825,2025-01-01,W,normal,D04825,A04825,P04825
C04826,2025-09-05,W,normal,D04826,A04826,P04826
C04827,2025-01-01,N,normal,D04827,A04827,P04827
C04828,2025-01-01,S,normal,D04828,A04828,P04828
C04829,2025-01-01,W,frequent_legit,D04829,A04829,P04829
C04830,2025-01-01,S,normal,D04830,A04830,P04830
C04831,2025-01-01,E,normal,D04831,A04831,P04831
C04832,2025-01-01,W,normal,D04832,A04832,P04832
C04833,2025-01-01,N,normal,D04833,A04833,P04833
C04834,2025-01-01,W,normal,D04834,A04834,P04834
C04835,2025-02-23,S,normal,D04835,A04835,P04835
C04836,2025-01-01,E,normal,D04836,A04836,P04836
C04837,2025-10-07,S,normal,D04837,A04837,P04837
C04838,2025-08-21,S,normal,D04838,A04838,P04838
C04839,2025-06-12,N,normal,D04839,A04839,P04839
C04840,2025-01-01,N,normal,D04840,A04840,P04840
C04841,2025-01-01,S,normal,D04841,A04841,P04841
C04842,2025-10-16,S,normal,D04842,A04842,P04842
C04843,2025-01-01,E,normal,D04843,A04843,P04843
C04844,2025-06-03,N,normal,D04844,A04844,P04844
C04845,2025-01-03,N,normal,D04845,A04845,P04845
C04846,2025-09-09,N,normal,D04846,A04846,P04846
C04847,2025-01-01,S,normal,D04847,A04847,P04847
C04848,2025-07-25,N,normal,D04848,A04848,P04848
C04849,2025-01-01,N,normal,D04849,A04849,P04849
C04850,2025-01-01,E,normal,D04850,A04850,P04850
C04851,2025-01-01,W,normal,D04851,A04851,P04851
C04852,2025-01-01,E,normal,D04852,A04852,P04852
C04853,2025-01-01,N,normal,D04853,A04853,P04853
C04854,2025-01-01,W,normal,D04854,A04854,P04854
C04855,2025-01-01,E,frequent_legit,D04855,A04855,P04855
C04856,2025-01-01,E,normal,D04856,A04856,P04856
C04857,2025-01-01,N,normal,D04857,A04857,P04857
C04858,2025-01-01,N,normal,D04858,A04858,P04858
C04859,2025-01-01,S,normal,D04859,A04859,P04859
C04860,2025-11-29,N,normal,D04860,A04860,P04860
C04861,2025-01-01,E,normal,D04861,A04861,P04861
C04862,2025-01-01,S,normal,D04862,A04862,P04862
C04863,2025-01-01,N,normal,D04863,A04863,P04863
C04864,2025-01-01,N,normal,D04864,A04864,P04864
C04865,2025-01-01,N,normal,D04865,A04865,P04865
C04866,2025-01-01,S,normal,D04866,A04866,P04866
C04867,2025-01-01,N,normal,D04867,A04867,P04867
C04868,2025-01-01,S,normal,D04868,A04868,P04868
C04869,2025-01-01,S,normal,D04869,A04869,P04869
C04870,2025-01-01,S,normal,D04870,A04870,P04870
C04871,2025-01-01,W,normal,D04871,A04871,P04871
C04872,2025-01-01,W,normal,D04872,A04872,P04872
C04873,2025-01-01,E,normal,D04873,A04873,P04873
C04874,2025-01-01,S,normal,D04874,A04874,P04874
C04875,2025-04-25,E,normal,D04875,A04875,P04875
C04876,2025-01-01,W,normal,D04876,A04876,P04876
C04877,2025-09-24,S,normal,D04877,A04877,P04877
C04878,2025-01-01,N,normal,D04878,A04878,P04878
C04879,2025-01-01,W,normal,D04879,A04879,P04879
C04880,2025-10-16,N,normal,D04880,A04880,P04880
C04881,2025-10-02,W,normal,D04881,A04881,P04881
C04882,2025-01-01,N,normal,D04882,A04882,P04882
C04883,2025-01-01,N,normal,D04883,A04883,P04883
C04884,2025-01-01,W,normal,D04884,A04884,P04884
C04885,2025-01-01,E,normal,D04885,A04885,P04885
C04886,2025-01-01,E,normal,D04886,A04886,P04886
C04887,2025-01-01,W,normal,D04887,A04887,P04887
C04888,2025-01-01,W,normal,D04888,A04888,P04888
C04889,2025-01-01,S,coordinated,DCO0011,ACO0011,PCO0011
C04890,2025-01-01,NE,normal,D04890,A04890,P04890
C04891,2025-01-01,S,normal,D04891,A04891,P04891
C04892,2025-01-01,N,normal,D04892,A04892,P04892
C04893,2025-01-01,W,normal,D04893,A04893,P04893
C04894,2025-01-01,S,normal,D04894,A04894,P04894
C04895,2025-01-01,W,normal,D04895,A04895,P04895
C04896,2025-01-01,N,normal,D04896,A04896,P04896
C04897,2025-05-14,N,normal,D04897,A04897,P04897
C04898,2025-01-01,N,normal,D04898,A04898,P04898
C04899,2025-01-01,E,normal,D04899,A04899,P04899
C04900,2025-01-01,W,normal,D04900,A04900,P04900
C04901,2025-01-01,S,normal,D04901,A04901,P04901
C04902,2025-01-01,N,normal,D04902,A04902,P04902
C04903,2025-01-01,S,normal,D04903,A04903,P04903
C04904,2025-01-01,S,normal,D04904,A04904,P04904
C04905,2025-12-12,E,normal,D04905,A04905,P04905
C04906,2025-03-18,E,normal,D04906,A04906,P04906
C04907,2025-01-01,N,normal,D04907,A04907,P04907
C04908,2025-01-01,S,normal,D04908,A04908,P04908
C04909,2025-05-02,E,normal,D04909,A04909,P04909
C04910,2025-01-01,N,normal,D04910,A04910,P04910
C04911,2025-01-01,S,normal,D04911,A04911,P04911
C04912,2025-10-08,E,normal,D04912,A04912,P04912
C04913,2025-06-26,S,frequent_legit,D04913,A04913,P04913
C04914,2025-01-01,N,normal,D04914,A04914,P04914
C04915,2025-01-01,N,normal,D04915,A04915,P04915
C04916,2025-01-01,W,normal,D04916,A04916,P04916
C04917,2025-11-21,N,normal,D04917,A04917,P04917
C04918,2025-01-01,W,frequent_legit,D04918,A04918,P04918
C04919,2025-01-01,S,normal,D04919,A04919,P04919
C04920,2025-01-01,S,normal,D04920,A04920,P04920
C04921,2025-01-01,W,normal,D04921,A04921,P04921
C04922,2025-01-01,S,normal,D04922,A04922,P04922
C04923,2025-01-01,N,normal,D04923,A04923,P04923
C04924,2025-01-01,N,normal,D04924,A04924,P04924
C04925,2025-01-01,E,normal,D04925,A04925,P04925
C04926,2025-01-01,S,normal,D04926,A04926,P04926
C04927,2025-01-01,W,normal,D04927,A04927,P04927
C04928,2025-01-01,S,normal,D04928,A04928,P04928
C04929,2025-04-04,S,normal,D04929,A04929,P04929
C04930,2025-07-02,S,normal,D04930,A04930,P04930
C04931,2025-01-01,N,normal,D04931,A04931,P04931
C04932,2025-09-24,W,normal,D04932,A04932,P04932
C04933,2025-01-01,N,normal,D04933,A04933,P04933
C04934,2025-01-01,W,normal,D04934,A04934,P04934
C04935,2025-10-14,N,normal,D04935,A04935,P04935
C04936,2025-01-01,S,normal,D04936,A04936,P04936
C04937,2025-04-25,N,normal,D04937,A04937,P04937
C04938,2025-01-01,W,normal,D04938,A04938,P04938
C04939,2025-01-01,N,normal,D04939,A04939,P04939
C04940,2025-01-01,E,normal,D04940,A04940,P04940
C04941,2025-07-10,W,normal,D04941,A04941,P04941
C04942,2025-06-05,E,normal,D04942,A04942,P04942
C04943,2025-01-01,N,abusive,D04943,A04943,P04943
C04944,2025-01-01,W,normal,D04944,A04944,P04944
C04945,2025-01-01,S,normal,D04945,A04945,P04945
C04946,2025-01-01,N,normal,D04946,A04946,P04946
C04947,2025-03-12,S,normal,D04947,A04947,P04947
C04948,2025-01-01,W,normal,D04948,A04948,P04948
C04949,2025-01-01,S,normal,D04949,A04949,P04949
C04950,2025-01-01,W,normal,D04950,A04950,P04950
C04951,2025-01-01,E,normal,D04951,A04951,P04951
C04952,2025-01-01,S,normal,D04952,A04952,P04952
C04953,2025-01-01,S,abusive,D04953,A04953,P04953
C04954,2025-01-01,W,normal,D04954,A04954,P04954
C04955,2025-01-01,S,normal,D04955,A04955,P04955
C04956,2025-01-01,N,normal,D04956,A04956,P04956
C04957,2025-01-01,S,normal,D04957,A04957,P04957
C04958,2025-01-01,W,normal,D04958,A04958,P04958
C04959,2025-01-01,S,normal,D04959,A04959,P04959
C04960,2025-01-01,N,normal,D04960,A04960,P04960
C04961,2025-01-01,N,normal,D04961,A04961,P04961
C04962,2025-01-01,N,normal,D04962,A04962,P04962
C04963,2025-01-01,NE,normal,D04963,A04963,P04963
C04964,2025-01-01,S,normal,D04964,A04964,P04964
C04965,2025-01-01,W,normal,D04965,A04965,P04965
C04966,2025-01-01,W,normal,D04966,A04966,P04966
C04967,2025-01-01,S,normal,D04967,A04967,P04967
C04968,2025-01-01,W,normal,D04968,A04968,P04968
C04969,2025-01-01,NE,normal,D04969,A04969,P04969
C04970,2025-01-01,W,normal,D04970,A04970,P04970
C04971,2025-01-01,E,normal,D04971,A04971,P04971
C04972,2025-01-01,S,normal,D04972,A04972,P04972
C04973,2025-05-14,W,normal,D04973,A04973,P04973
C04974,2025-01-01,N,normal,D04974,A04974,P04974
C04975,2025-01-01,W,normal,D04975,A04975,P04975
C04976,2025-01-01,S,normal,D04976,A04976,P04976
C04977,2025-01-01,E,normal,D04977,A04977,P04977
C04978,2025-01-01,W,normal,D04978,A04978,P04978
C04979,2025-01-01,E,frequent_legit,D04979,A04979,P04979
C04980,2025-11-02,N,frequent_legit,D04980,A04980,P04980
C04981,2025-01-01,W,normal,D04981,A04981,P04981
C04982,2025-01-01,W,normal,D04982,A04982,P04982
C04983,2025-12-11,E,normal,D04983,A04983,P04983
C04984,2025-01-01,W,normal,D04984,A04984,P04984
C04985,2025-01-01,W,normal,D04985,A04985,P04985
C04986,2025-01-01,W,normal,D04986,A04986,P04986
C04987,2025-01-01,S,normal,D04987,A04987,P04987
C04988,2025-09-02,S,frequent_legit,D04988,A04988,P04988
C04989,2025-01-01,W,normal,D04989,A04989,P04989
C04990,2025-01-01,W,normal,D04990,A04990,P04990
C04991,2025-01-01,N,normal,D04991,A04991,P04991
C04992,2025-11-20,N,normal,D04992,A04992,P04992
C04993,2025-01-01,S,normal,D04993,A04993,P04993
C04994,2025-01-01,W,normal,D04994,A04994,P04994
C04995,2025-01-01,W,normal,D04995,A04995,P04995
C04996,2025-01-01,E,normal,D04996,A04996,P04996
C04997,2025-01-01,N,normal,D04997,A04997,P04997
C04998,2025-01-01,S,normal,D04998,A04998,P04998
C04999,2025-01-01,W,normal,D04999,A04999,P04999
C05000,2025-01-01,S,normal,D05000,A05000,P05000
C05001,2025-01-01,N,normal,D05001,A05001,P05001
C05002,2025-01-01,S,normal,D05002,A05002,P05002
C05003,2025-01-01,W,normal,D05003,A05003,P05003
C05004,2025-01-01,S,normal,D05004,A05004,P05004
C05005,2025-07-14,N,normal,D05005,A05005,P05005
C05006,2025-01-01,S,normal,D05006,A05006,P05006
C05007,2025-01-01,NE,normal,D05007,A05007,P05007
C05008,2025-01-01,S,normal,D05008,A05008,P05008
C05009,2025-01-01,S,normal,D05009,A05009,P05009
C05010,2025-01-01,N,normal,D05010,A05010,P05010
C05011,2025-01-01,S,normal,D05011,A05011,P05011
C05012,2025-01-01,W,normal,D05012,A05012,P05012
C05013,2025-01-01,W,normal,D05013,A05013,P05013
C05014,2025-01-20,S,normal,D05014,A05014,P05014
C05015,2025-01-01,W,normal,D05015,A05015,P05015
C05016,2025-01-01,S,normal,D05016,A05016,P05016
C05017,2025-01-01,W,normal,D05017,A05017,P05017
C05018,2025-01-01,N,normal,D05018,A05018,P05018
C05019,2025-01-01,S,normal,D05019,A05019,P05019
C05020,2025-01-01,W,frequent_legit,D05020,A05020,P05020
C05021,2025-01-01,W,normal,D05021,A05021,P05021
C05022,2025-01-01,W,normal,D05022,A05022,P05022
C05023,2025-01-01,E,normal,D05023,A05023,P05023
C05024,2025-12-13,W,normal,D05024,A05024,P05024
C05025,2025-01-01,E,normal,D05025,A05025,P05025
C05026,2025-01-01,N,normal,D05026,A05026,P05026
C05027,2025-01-01,S,normal,D05027,A05027,P05027
C05028,2025-01-01,E,normal,D05028,A05028,P05028
C05029,2025-01-01,E,normal,D05029,A05029,P05029
C05030,2025-01-01,W,normal,D05030,A05030,P05030
C05031,2025-01-01,S,normal,D05031,A05031,P05031
C05032,2025-04-08,N,normal,D05032,A05032,P05032
C05033,2025-01-01,N,normal,D05033,A05033,P05033
C05034,2025-01-01,W,normal,D05034,A05034,P05034
C05035,2025-01-01,N,normal,D05035,A05035,P05035
C05036,2025-01-01,W,normal,D05036,A05036,P05036
C05037,2025-01-01,N,normal,D05037,A05037,P05037
C05038,2025-01-01,S,normal,D05038,A05038,P05038
C05039,2025-01-01,W,normal,D05039,A05039,P05039
C05040,2025-01-01,S,normal,D05040,A05040,P05040
C05041,2025-03-07,W,normal,D05041,A05041,P05041
C05042,2025-01-01,N,normal,D05042,A05042,P05042
C05043,2025-01-01,S,normal,D05043,A05043,P05043
C05044,2025-08-16,E,normal,D05044,A05044,P05044
C05045,2025-01-01,W,coordinated,DCO0011,ACO0011,PCO0011
C05046,2025-01-01,N,normal,D05046,A05046,P05046
C05047,2025-02-11,S,normal,D05047,A05047,P05047
C05048,2025-01-01,E,normal,D05048,A05048,P05048
C05049,2025-01-01,NE,abusive,D05049,A05049,P05049
C05050,2025-01-01,W,normal,D05050,A05050,P05050
C05051,2025-01-01,W,normal,D05051,A05051,P05051
C05052,2025-01-01,S,normal,D05052,A05052,P05052
C05053,2025-01-01,E,normal,D05053,A05053,P05053
C05054,2025-01-01,W,normal,D05054,A05054,P05054
C05055,2025-01-01,W,normal,D05055,A05055,P05055
C05056,2025-01-01,W,normal,D05056,A05056,P05056
C05057,2025-09-01,W,normal,D05057,A05057,P05057
C05058,2025-01-01,W,normal,D05058,A05058,P05058
C05059,2025-01-01,N,normal,D05059,A05059,P05059
C05060,2025-01-01,S,normal,D05060,A05060,P05060
C05061,2025-01-01,NE,normal,D05061,A05061,P05061
C05062,2025-05-28,S,normal,D05062,A05062,P05062
C05063,2025-01-01,N,normal,D05063,A05063,P05063
C05064,2025-01-01,S,frequent_legit,D05064,A05064,P05064
C05065,2025-01-01,E,normal,D05065,A05065,P05065
C05066,2025-01-01,W,normal,D05066,A05066,P05066
C05067,2025-11-20,W,normal,D05067,A05067,P05067
C05068,2025-01-01,N,normal,D05068,A05068,P05068
C05069,2025-01-01,S,normal,D05069,A05069,P05069
C05070,2025-01-01,N,normal,D05070,A05070,P05070
C05071,2025-01-01,W,normal,D05071,A05071,P05071
C05072,2025-11-20,N,normal,D05072,A05072,P05072
C05073,2025-01-01,E,normal,D05073,A05073,P05073
C05074,2025-07-04,E,abusive,D05074,A05074,P05074
C05075,2025-01-01,E,normal,D05075,A05075,P05075
C05076,2025-01-01,E,normal,D05076,A05076,P05076
C05077,2025-01-01,E,normal,D05077,A05077,P05077
C05078,2025-01-01,E,normal,D05078,A05078,P05078
C05079,2025-01-01,N,normal,D05079,A05079,P05079
C05080,2025-01-01,S,normal,D05080,A05080,P05080
C05081,2025-01-01,S,normal,D05081,A05081,P05081
C05082,2025-01-11,S,normal,D05082,A05082,P05082
C05083,2025-01-01,W,normal,D05083,A05083,P05083
C05084,2025-01-01,S,frequent_legit,D05084,A05084,P05084
C05085,2025-01-01,W,normal,D05085,A05085,P05085
C05086,2025-01-01,N,normal,D05086,A05086,P05086
C05087,2025-01-01,W,normal,D05087,A05087,P05087
C05088,2025-01-01,N,frequent_legit,D05088,A05088,P05088
C05089,2025-01-01,S,normal,D05089,A05089,P05089
C05090,2025-01-01,S,normal,D05090,A05090,P05090
C05091,2025-01-01,E,normal,D05091,A05091,P05091
C05092,2025-01-01,N,normal,D05092,A05092,P05092
C05093,2025-01-01,W,normal,D05093,A05093,P05093
C05094,2025-10-26,E,coordinated,DCO0011,ACO0011,PCO0011
C05095,2025-09-23,NE,normal,D05095,A05095,P05095
C05096,2025-01-01,E,normal,D05096,A05096,P05096
C05097,2025-01-01,E,normal,D05097,A05097,P05097
C05098,2025-01-01,W,normal,D05098,A05098,P05098
C05099,2025-01-01,N,normal,D05099,A05099,P05099
C05100,2025-01-01,E,normal,D05100,A05100,P05100
C05101,2025-01-01,S,normal,D05101,A05101,P05101
C05102,2025-01-01,W,normal,D05102,A05102,P05102
C05103,2025-01-01,N,normal,D05103,A05103,P05103
C05104,2025-11-05,S,normal,D05104,A05104,P05104
C05105,2025-01-01,E,normal,D05105,A05105,P05105
C05106,2025-01-01,S,normal,D05106,A05106,P05106
C05107,2025-01-01,N,normal,D05107,A05107,P05107
C05108,2025-04-02,S,normal,D05108,A05108,P05108
C05109,2025-10-21,W,normal,D05109,A05109,P05109
C05110,2025-01-01,N,normal,D05110,A05110,P05110
C05111,2025-01-01,S,normal,D05111,A05111,P05111
C05112,2025-01-01,NE,normal,D05112,A05112,P05112
C05113,2025-01-01,W,frequent_legit,D05113,A05113,P05113
C05114,2025-01-01,N,normal,D05114,A05114,P05114
C05115,2025-01-01,S,frequent_legit,D05115,A05115,P05115
C05116,2025-01-01,N,normal,D05116,A05116,P05116
C05117,2025-01-01,W,normal,D05117,A05117,P05117
C05118,2025-01-10,S,normal,D05118,A05118,P05118
C05119,2025-01-01,S,normal,D05119,A05119,P05119
C05120,2025-01-01,N,normal,D05120,A05120,P05120
C05121,2025-01-01,E,normal,D05121,A05121,P05121
C05122,2025-01-01,N,normal,D05122,A05122,P05122
C05123,2025-01-01,W,normal,D05123,A05123,P05123
C05124,2025-01-27,S,normal,D05124,A05124,P05124
C05125,2025-01-01,E,normal,D05125,A05125,P05125
C05126,2025-01-01,W,normal,D05126,A05126,P05126
C05127,2025-04-30,N,normal,D05127,A05127,P05127
C05128,2025-01-01,N,frequent_legit,D05128,A05128,P05128
C05129,2025-01-01,S,abusive,D05129,A05129,P05129
C05130,2025-01-01,W,normal,D05130,A05130,P05130
C05131,2025-09-15,N,normal,D05131,A05131,P05131
C05132,2025-01-01,W,normal,D05132,A05132,P05132
C05133,2025-01-01,S,normal,D05133,A05133,P05133
C05134,2025-01-01,E,normal,D05134,A05134,P05134
C05135,2025-01-01,E,normal,D05135,A05135,P05135
C05136,2025-01-01,N,normal,D05136,A05136,P05136
C05137,2025-01-01,N,normal,D05137,A05137,P05137
C05138,2025-07-01,W,normal,D05138,A05138,P05138
C05139,2025-01-01,S,normal,D05139,A05139,P05139
C05140,2025-01-01,E,normal,D05140,A05140,P05140
C05141,2025-01-01,NE,normal,D05141,A05141,P05141
C05142,2025-01-01,N,normal,D05142,A05142,P05142
C05143,2025-01-01,S,frequent_legit,D05143,A05143,P05143
C05144,2025-01-01,S,normal,D05144,A05144,P05144
C05145,2025-04-17,N,normal,D05145,A05145,P05145
C05146,2025-01-01,NE,normal,D05146,A05146,P05146
C05147,2025-01-01,NE,normal,D05147,A05147,P05147
C05148,2025-01-01,S,normal,D05148,A05148,P05148
C05149,2025-01-01,NE,normal,D05149,A05149,P05149
C05150,2025-01-01,N,normal,D05150,A05150,P05150
C05151,2025-01-01,NE,normal,D05151,A05151,P05151
C05152,2025-01-01,W,normal,D05152,A05152,P05152
C05153,2025-01-01,N,normal,D05153,A05153,P05153
C05154,2025-01-01,E,normal,D05154,A05154,P05154
C05155,2025-01-01,W,normal,D05155,A05155,P05155
C05156,2025-01-01,S,normal,D05156,A05156,P05156
C05157,2025-12-10,S,normal,D05157,A05157,P05157
C05158,2025-01-07,E,normal,D05158,A05158,P05158
C05159,2025-01-01,N,normal,D05159,A05159,P05159
C05160,2025-01-01,N,coordinated,DCO0012,ACO0012,PCO0012
C05161,2025-09-02,N,frequent_legit,D05161,A05161,P05161
C05162,2025-01-01,W,normal,D05162,A05162,P05162
C05163,2025-01-01,S,normal,D05163,A05163,P05163
C05164,2025-01-01,S,normal,D05164,A05164,P05164
C05165,2025-01-01,N,normal,D05165,A05165,P05165
C05166,2025-01-01,N,normal,D05166,A05166,P05166
C05167,2025-01-01,E,normal,D05167,A05167,P05167
C05168,2025-01-01,N,normal,D05168,A05168,P05168
C05169,2025-11-13,E,normal,D05169,A05169,P05169
C05170,2025-01-01,S,normal,D05170,A05170,P05170
C05171,2025-01-01,E,normal,D05171,A05171,P05171
C05172,2025-01-01,S,normal,D05172,A05172,P05172
C05173,2025-01-01,W,normal,D05173,A05173,P05173
C05174,2025-01-01,N,normal,D05174,A05174,P05174
C05175,2025-01-01,W,normal,D05175,A05175,P05175
C05176,2025-06-29,N,normal,D05176,A05176,P05176
C05177,2025-01-01,N,normal,D05177,A05177,P05177
C05178,2025-01-01,E,normal,D05178,A05178,P05178
C05179,2025-01-01,N,normal,D05179,A05179,P05179
C05180,2025-01-01,S,normal,D05180,A05180,P05180
C05181,2025-07-26,W,normal,D05181,A05181,P05181
C05182,2025-02-14,W,normal,D05182,A05182,P05182
C05183,2025-01-01,E,normal,D05183,A05183,P05183
C05184,2025-04-09,NE,normal,D05184,A05184,P05184
C05185,2025-10-29,S,normal,D05185,A05185,P05185
C05186,2025-01-01,N,normal,D05186,A05186,P05186
C05187,2025-01-01,W,normal,D05187,A05187,P05187
C05188,2025-01-01,N,normal,D05188,A05188,P05188
C05189,2025-01-01,N,normal,D05189,A05189,P05189
C05190,2025-01-01,N,normal,D05190,A05190,P05190
C05191,2025-01-10,S,normal,D05191,A05191,P05191
C05192,2025-01-01,S,normal,D05192,A05192,P05192
C05193,2025-11-16,S,normal,D05193,A05193,P05193
C05194,2025-04-20,E,normal,D05194,A05194,P05194
C05195,2025-01-01,W,abusive,D05195,A05195,P05195
C05196,2025-01-01,W,normal,D05196,A05196,P05196
C05197,2025-01-01,N,normal,D05197,A05197,P05197
C05198,2025-01-01,N,normal,D05198,A05198,P05198
C05199,2025-01-01,E,normal,D05199,A05199,P05199
C05200,2025-01-01,N,normal,D05200,A05200,P05200
C05201,2025-01-01,S,normal,D05201,A05201,P05201
C05202,2025-01-01,E,normal,D05202,A05202,P05202
C05203,2025-01-01,W,normal,D05203,A05203,P05203
C05204,2025-01-01,N,normal,D05204,A05204,P05204
C05205,2025-01-01,E,normal,D05205,A05205,P05205
C05206,2025-01-01,E,normal,D05206,A05206,P05206
C05207,2025-01-01,W,frequent_legit,D05207,A05207,P05207
C05208,2025-01-01,S,normal,D05208,A05208,P05208
C05209,2025-01-01,W,normal,D05209,A05209,P05209
C05210,2025-01-01,W,normal,D05210,A05210,P05210
C05211,2025-01-01,N,normal,D05211,A05211,P05211
C05212,2025-01-01,E,frequent_legit,D05212,A05212,P05212
C05213,2025-01-01,E,frequent_legit,D05213,A05213,P05213
C05214,2025-01-01,N,normal,D05214,A05214,P05214
C05215,2025-01-01,S,normal,D05215,A05215,P05215
C05216,2025-01-01,S,normal,D05216,A05216,P05216
C05217,2025-01-01,W,normal,D05217,A05217,P05217
C05218,2025-01-01,N,normal,D05218,A05218,P05218
C05219,2025-01-01,S,normal,D05219,A05219,P05219
C05220,2025-08-31,N,normal,D05220,A05220,P05220
C05221,2025-01-01,E,normal,D05221,A05221,P05221
C05222,2025-01-27,E,normal,D05222,A05222,P05222
C05223,2025-07-09,S,normal,D05223,A05223,P05223
C05224,2025-01-01,S,normal,D05224,A05224,P05224
C05225,2025-01-01,S,normal,D05225,A05225,P05225
C05226,2025-01-01,S,normal,D05226,A05226,P05226
C05227,2025-01-01,W,normal,D05227,A05227,P05227
C05228,2025-05-12,N,normal,D05228,A05228,P05228
C05229,2025-01-01,W,normal,D05229,A05229,P05229
C05230,2025-01-01,E,normal,D05230,A05230,P05230
C05231,2025-01-01,W,frequent_legit,D05231,A05231,P05231
C05232,2025-09-30,N,normal,D05232,A05232,P05232
C05233,2025-01-01,S,normal,D05233,A05233,P05233
C05234,2025-01-01,N,normal,D05234,A05234,P05234
C05235,2025-01-01,W,normal,D05235,A05235,P05235
C05236,2025-01-01,E,normal,D05236,A05236,P05236
C05237,2025-11-27,E,normal,D05237,A05237,P05237
C05238,2025-12-04,W,normal,D05238,A05238,P05238
C05239,2025-01-01,S,normal,D05239,A05239,P05239
C05240,2025-01-01,E,normal,D05240,A05240,P05240
C05241,2025-01-01,W,normal,D05241,A05241,P05241
C05242,2025-01-01,N,normal,D05242,A05242,P05242
C05243,2025-12-08,NE,normal,D05243,A05243,P05243
C05244,2025-01-01,W,normal,D05244,A05244,P05244
C05245,2025-04-17,NE,normal,D05245,A05245,P05245
C05246,2025-01-01,W,normal,D05246,A05246,P05246
C05247,2025-11-25,S,normal,D05247,A05247,P05247
C05248,2025-01-01,E,normal,D05248,A05248,P05248
C05249,2025-01-01,N,normal,D05249,A05249,P05249
C05250,2025-01-01,W,normal,D05250,A05250,P05250
C05251,2025-12-11,N,normal,D05251,A05251,P05251
C05252,2025-01-01,W,normal,D05252,A05252,P05252
C05253,2025-01-01,N,normal,D05253,A05253,P05253
C05254,2025-02-27,N,normal,D05254,A05254,P05254
C05255,2025-01-01,N,normal,D05255,A05255,P05255
C05256,2025-01-01,E,normal,D05256,A05256,P05256
C05257,2025-01-01,N,normal,D05257,A05257,P05257
C05258,2025-01-01,N,normal,D05258,A05258,P05258
C05259,2025-01-01,N,normal,D05259,A05259,P05259
C05260,2025-01-01,S,normal,D05260,A05260,P05260
C05261,2025-01-01,NE,normal,D05261,A05261,P05261
C05262,2025-01-01,S,normal,D05262,A05262,P05262
C05263,2025-01-01,N,normal,D05263,A05263,P05263
C05264,2025-01-01,N,normal,D05264,A05264,P05264
C05265,2025-01-01,N,normal,D05265,A05265,P05265
C05266,2025-01-01,S,normal,D05266,A05266,P05266
C05267,2025-01-01,N,normal,D05267,A05267,P05267
