order_id,customer_id,order_created_at,delivery_at,product_id,product_category,product_price,discount_pct,order_value,payment_method,device_id,address_id,payment_fingerprint,region,customer_account_age_at_order
O028973,C05860,2025-05-31,2025-06-03,SKU01779,grocery,323.26,4.06,310.13,card,D05860,A05860,P05860,S,150
O028974,C02652,2025-05-31,2025-06-02,SKU01856,fashion,1786.5,30.07,1249.31,card,D02652,A02652,P02652,N,150
O028975,C01711,2025-05-31,2025-06-01,SKU03449,electronics,16558.44,10.64,14796.07,wallet,D01711,A01711,P01711,N,150
O028976,C05258,2025-05-31,2025-06-02,SKU03347,beauty,1254.67,7.04,1166.31,card,D05258,A05258,P05258,N,150
O028977,C01483,2025-05-31,2025-06-04,SKU01991,fashion,3978.62,16.48,3322.78,cod,D01483,A01483,P01483,E,150
O028978,C02567,2025-05-31,2025-06-04,SKU03367,electronics,10967.49,11.99,9652.48,cod,D02567,A02567,P02567,S,7
O028979,C09282,2025-05-31,2025-06-01,SKU03404,home,2180.03,21.22,1717.52,wallet,D09282,A09282,P09282,W,150
O028980,C02172,2025-05-31,2025-06-04,SKU01264,grocery,1682.1,6.23,1577.29,upi,D02172,A02172,P02172,S,150
O028981,C06657,2025-05-31,2025-06-04,SKU03915,home,3139.77,2.3,3067.57,upi,D06657,A06657,P06657,N,75
O028982,C09823,2025-05-31,2025-06-02,SKU03378,electronics,11922.2,30.81,8249.04,card,D09823,A09823,P09823,W,150
O028983,C02919,2025-05-31,2025-06-02,SKU03674,home,2544.37,3.96,2443.67,cod,D02919,A02919,P02919,E,1
O028984,C08232,2025-05-31,2025-06-05,SKU02396,fashion,4327.56,20.5,3440.44,wallet,D08232,A08232,P08232,W,150
O028985,C05865,2025-05-31,2025-06-03,SKU02348,electronics,6791.44,11.35,6020.74,wallet,D05865,A05865,P05865,N,150
O028986,C02605,2025-05-31,2025-06-04,SKU00639,electronics,4756.51,6.64,4440.49,card,D02605,A02605,P02605,W,150
O028987,C01479,2025-05-31,2025-06-05,SKU02015,sports,5782.59,8.83,5271.94,card,D01479,A01479,P01479,W,150
O028988,C03185,2025-06-01,2025-06-05,SKU03084,fashion,9570.56,16.23,8017.09,card,D03185,A03185,P03185,N,1
O028989,C02632,2025-06-01,2025-06-05,SKU04342,fashion,2531.67,20.21,2020.03,upi,D02632,A02632,P02632,NE,151
O028990,C02026,2025-06-01,2025-06-04,SKU02009,grocery,531.66,6.67,496.21,card,D02026,A02026,P02026,W,151
O028991,C08501,2025-06-01,2025-06-02,SKU00471,fashion,1010.71,21.64,791.97,upi,D08501,A08501,P08501,W,151
O028992,C08604,2025-06-01,2025-06-05,SKU02595,fashion,1723.66,7.2,1599.54,upi,D08604,A08604,P08604,S,151
O028993,C07645,2025-06-01,2025-06-05,SKU01403,home,1938.69,9.65,1751.69,upi,D07645,A07645,P07645,N,151
O028994,C01133,2025-06-01,2025-06-02,SKU03236,home,4133.61,9.09,3757.8,cod,D01133,A01133,P01133,NE,151
O028995,C09616,2025-06-01,2025-06-02,SKU03319,beauty,1680.19,23.7,1281.96,wallet,D09616,A09616,P09616,W,151
O028996,C02122,2025-06-01,2025-06-05,SKU00800,home,7049.03,14.07,6057.35,upi,D02122,A02122,P02122,N,151
O028997,C05913,2025-06-01,2025-06-06,SKU03500,fashion,2009.18,10.74,1793.31,upi,D05913,A05913,P05913,E,151
O028998,C09234,2025-06-01,2025-06-03,SKU00185,fashion,2717.51,25.05,2036.87,card,D09234,A09234,P09234,NE,151
O028999,C00765,2025-06-01,2025-06-06,SKU01876,electronics,9272.14,13.35,8034.45,card,D00765,A00765,P00765,S,41
O029000,C05721,2025-06-01,2025-06-04,SKU02689,fashion,2260.97,11.72,1995.91,wallet,D05721,A05721,P05721,N,151
O029001,C09154,2025-06-01,2025-06-05,SKU00038,fashion,540.61,24.1,410.31,card,D09154,A09154,P09154,NE,151
O029002,C05318,2025-06-01,2025-06-06,SKU03087,fashion,1450.73,19.79,1163.63,cod,D05318,A05318,P05318,S,151
O029003,C00962,2025-06-01,2025-06-04,SKU03677,electronics,8767.21,17.32,7248.91,upi,D00962,A00962,P00962,NE,151
O029004,C07001,2025-06-01,2025-06-03,SKU03281,home,3251.31,15.37,2751.47,card,D07001,A07001,P07001,N,151
O029005,C05487,2025-06-01,2025-06-06,SKU02013,fashion,2058.71,6.69,1921.08,card,D05487,A05487,P05487,E,151
O029006,C08303,2025-06-01,2025-06-02,SKU04120,home,1606.91,7.16,1491.8,card,D08303,A08303,P08303,S,1
O029007,C04667,2025-06-01,2025-06-04,SKU00632,grocery,1496.83,27.66,1082.75,cod,D04667,A04667,P04667,W,151
O029008,C00355,2025-06-01,2025-06-04,SKU00037,fashion,1464.41,2.48,1428.13,upi,D00355,A00355,P00355,E,151
O029009,C03275,2025-06-01,2025-06-05,SKU03270,sports,2228.42,3.32,2154.49,card,D03275,A03275,P03275,NE,151
O029010,C07572,2025-06-01,2025-06-04,SKU01545,beauty,1799.5,21.14,1419.15,upi,D07572,A07572,P07572,E,151
O029011,C03961,2025-06-01,2025-06-03,SKU02667,home,4886.89,11.77,4311.61,card,D03961,A03961,P03961,N,151
O029012,C03899,2025-06-01,2025-06-06,SKU02668,beauty,1945.66,15.74,1639.47,upi,D03899,A03899,P03899,S,151
O029013,C02095,2025-06-01,2025-06-04,SKU03707,beauty,529.67,8.12,486.67,card,D02095,A02095,P02095,S,151
O029014,C02433,2025-06-01,2025-06-04,SKU00230,sports,4682.74,19.87,3752.49,upi,D02433,A02433,P02433,NE,151
O029015,C02252,2025-06-01,2025-06-04,SKU02681,home,4739.46,12.9,4127.94,upi,D02252,A02252,P02252,W,151
O029016,C04145,2025-06-01,2025-06-06,SKU02548,sports,2455.45,10.27,2203.36,upi,D04145,A04145,P04145,W,151
O029017,C01439,2025-06-01,2025-06-05,SKU01117,beauty,1419.95,3.24,1373.88,wallet,D01439,A01439,P01439,W,1
O029018,C02053,2025-06-01,2025-06-06,SKU00700,beauty,1250.84,12.43,1095.42,card,D02053,A02053,P02053,S,151
O029019,C05198,2025-06-01,2025-06-04,SKU03448,fashion,673.86,0.52,670.33,cod,D05198,A05198,P05198,N,151
O029020,C01487,2025-06-01,2025-06-06,SKU02843,electronics,15768.69,2.72,15339.23,cod,D01487,A01487,P01487,W,64
O029021,C07685,2025-06-01,2025-06-05,SKU04225,beauty,532.78,15.17,451.98,upi,D07685,A07685,P07685,S,151
O029022,C02862,2025-06-01,2025-06-04,SKU02015,sports,2424.38,16.35,2027.98,upi,D02862,A02862,P02862,N,44
O029023,C01799,2025-06-01,2025-06-03,SKU01325,fashion,1867.03,16.17,1565.14,card,D01799,A01799,P01799,S,1
O029024,C04525,2025-06-01,2025-06-04,SKU02075,grocery,3215.81,2.49,3135.87,card,D04525,A04525,P04525,E,151
O029025,C06932,2025-06-01,2025-06-02,SKU04448,home,3489.71,43.53,1970.58,wallet,D06932,A06932,P06932,S,151
O029026,C09644,2025-06-01,2025-06-03,SKU02525,electronics,11225.26,5.39,10619.82,upi,D09644,A09644,P09644,N,132
O029027,C03844,2025-06-01,2025-06-03,SKU04326,sports,974.0,12.17,855.51,upi,D03844,A03844,P03844,W,151
O029028,C03527,2025-06-01,2025-06-03,SKU03086,sports,1075.77,0.47,1070.73,upi,D03527,A03527,P03527,N,1
O029029,C07275,2025-06-01,2025-06-05,SKU04379,beauty,1639.1,13.95,1410.45,upi,D07275,A07275,P07275,E,151
O029030,C08452,2025-06-01,2025-06-06,SKU03535,fashion,5388.35,10.23,4836.97,card,D08452,A08452,P08452,E,61
O029031,C01708,2025-06-01,2025-06-03,SKU03930,fashion,2417.26,20.11,1931.16,card,D01708,A01708,P01708,S,151
O029032,C02919,2025-06-01,2025-06-05,SKU00898,fashion,2137.84,8.75,1950.87,card,D02919,A02919,P02919,E,1
O029033,C02867,2025-06-01,2025-06-04,SKU01662,sports,2711.15,15.17,2299.87,wallet,D02867,A02867,P02867,E,151
O029034,C00454,2025-06-01,2025-06-06,SKU04269,fashion,2653.71,27.57,1922.21,upi,D00454,A00454,P00454,S,151
O029035,C09519,2025-06-01,2025-06-05,SKU01762,home,3643.53,24.78,2740.65,upi,D09519,A09519,P09519,S,151
O029036,C01637,2025-06-01,2025-06-06,SKU02874,grocery,1246.54,13.57,1077.37,card,D01637,A01637,P01637,E,151
O029037,C00329,2025-06-01,2025-06-04,SKU04341,fashion,2786.06,21.09,2198.35,card,D00329,A00329,P00329,W,151
O029038,C04993,2025-06-01,2025-06-05,SKU03819,beauty,787.56,10.5,704.91,card,D04993,A04993,P04993,S,151
O029039,C02893,2025-06-01,2025-06-04,SKU01984,fashion,996.5,32.78,669.82,cod,D02893,A02893,P02893,N,82
O029040,C00411,2025-06-01,2025-06-02,SKU03084,beauty,2013.44,2.39,1965.36,card,D00411,A00411,P00411,N,151
O029041,C08557,2025-06-01,2025-06-06,SKU02306,beauty,1708.85,18.44,1393.71,upi,D08557,A08557,P08557,N,151
O029042,C08269,2025-06-01,2025-06-05,SKU02666,fashion,1030.47,27.56,746.53,card,D08269,A08269,P08269,E,151
O029043,C08376,2025-06-01,2025-06-05,SKU01409,sports,1969.76,4.13,1888.4,upi,D08376,A08376,P08376,E,151
O029044,C01579,2025-06-01,2025-06-02,SKU01875,electronics,10704.98,4.03,10273.68,upi,D01579,A01579,P01579,S,151
O029045,C03092,2025-06-01,2025-06-03,SKU03204,electronics,14191.59,8.12,13039.77,cod,D03092,A03092,P03092,S,1
O029046,C03602,2025-06-01,2025-06-02,SKU02232,beauty,1700.54,4.43,1625.25,wallet,D03602,A03602,P03602,S,151
O029047,C05084,2025-06-01,2025-06-06,SKU03967,beauty,426.8,11.23,378.86,card,D05084,A05084,P05084,S,151
O029048,C01696,2025-06-01,2025-06-03,SKU01427,grocery,661.85,14.96,562.82,card,D01696,A01696,P01696,W,1
O029049,C06951,2025-06-01,2025-06-06,SKU02367,sports,1747.01,12.26,1532.85,card,D06951,A06951,P06951,W,151
O029050,C00252,2025-06-01,2025-06-02,SKU01712,electronics,7630.67,5.37,7221.02,upi,D00252,A00252,P00252,W,1
O029051,C07148,2025-06-01,2025-06-04,SKU02799,home,1227.02,8.25,1125.8,upi,D07148,A07148,P07148,N,151
O029052,C07541,2025-06-01,2025-06-03,SKU00096,grocery,909.04,33.69,602.8,upi,D07541,A07541,P07541,N,123
O029053,C08045,2025-06-01,2025-06-05,SKU00541,home,2204.64,18.39,1799.15,upi,D08045,A08045,P08045,N,151
O029054,C06918,2025-06-01,2025-06-06,SKU04271,grocery,3411.39,28.14,2451.32,card,D06918,A06918,P06918,N,151
O029055,C05867,2025-06-01,2025-06-05,SKU00343,grocery,1002.6,33.17,669.99,card,D05867,A05867,P05867,N,151
O029056,C08544,2025-06-01,2025-06-03,SKU01563,electronics,7162.87,15.81,6030.34,card,D08544,A08544,P08544,W,151
O029057,C00881,2025-06-01,2025-06-02,SKU00881,home,2117.07,23.74,1614.51,cod,D00881,A00881,P00881,W,151
O029058,C05872,2025-06-01,2025-06-02,SKU02302,home,1875.17,12.41,1642.5,wallet,D05872,A05872,P05872,N,151
O029059,C06024,2025-06-01,2025-06-02,SKU00915,sports,3063.27,7.76,2825.55,card,D06024,A06024,P06024,NE,151
O029060,C06622,2025-06-01,2025-06-03,SKU03199,beauty,359.93,8.2,330.41,card,D06622,A06622,P06622,E,151
O029061,C03852,2025-06-01,2025-06-03,SKU02565,fashion,1626.31,5.51,1536.63,upi,D03852,A03852,P03852,N,151
O029062,C05747,2025-06-01,2025-06-04,SKU02068,fashion,1242.76,19.13,1004.98,cod,D05747,A05747,P05747,E,151
O029063,C08840,2025-06-01,2025-06-05,SKU04114,beauty,810.51,9.24,735.64,card,D08840,A08840,P08840,E,151
O029064,C01561,2025-06-01,2025-06-05,SKU01185,sports,4586.77,18.78,3725.21,card,D01561,A01561,P01561,S,151
O029065,C01575,2025-06-01,2025-06-02,SKU03052,sports,2247.5,34.65,1468.71,card,D01575,A01575,P01575,N,151
O029066,C04833,2025-06-01,2025-06-03,SKU04221,fashion,1297.96,19.21,1048.61,card,D04833,A04833,P04833,N,151
O029067,C05146,2025-06-01,2025-06-05,SKU00973,beauty,1149.62,7.66,1061.54,card,D05146,A05146,P05146,NE,151
O029068,C00337,2025-06-01,2025-06-04,SKU02817,sports,3691.01,6.19,3462.7,upi,D00337,A00337,P00337,W,151
O029069,C06005,2025-06-01,2025-06-02,SKU03210,fashion,1592.92,20.22,1270.88,upi,D06005,A06005,P06005,NE,151
O029070,C01150,2025-06-01,2025-06-03,SKU02554,sports,796.47,26.81,582.94,card,D01150,A01150,P01150,N,151
O029071,C07650,2025-06-01,2025-06-02,SKU00609,electronics,12820.71,7.1,11910.26,cod,D07650,A07650,P07650,N,151
O029072,C05629,2025-06-01,2025-06-05,SKU01102,beauty,723.11,6.15,678.62,wallet,D05629,A05629,P05629,S,151
O029073,C03983,2025-06-01,2025-06-02,SKU01797,home,7111.31,3.29,6877.61,upi,D03983,A03983,P03983,E,11
O029074,C06268,2025-06-01,2025-06-03,SKU02287,home,7091.62,18.39,5787.82,cod,D06268,A06268,P06268,W,151
O029075,C03621,2025-06-01,2025-06-06,SKU02125,beauty,349.57,1.4,344.69,upi,D03621,A03621,P03621,S,151
O029076,C02105,2025-06-01,2025-06-05,SKU04084,sports,1147.26,4.7,1093.34,cod,D02105,A02105,P02105,E,151
O029077,C00191,2025-06-01,2025-06-05,SKU04442,fashion,837.38,7.33,775.99,upi,D00191,A00191,P00191,N,1
O029078,C04377,2025-06-01,2025-06-06,SKU01139,electronics,2423.73,21.89,1893.19,upi,D04377,A04377,P04377,E,151
O029079,C07787,2025-06-01,2025-06-06,SKU01772,electronics,19560.04,20.45,15559.13,upi,D07787,A07787,P07787,N,151
O029080,C08779,2025-06-01,2025-06-05,SKU02182,fashion,2355.19,16.45,1967.77,card,D08779,A08779,P08779,S,7
O029081,C06607,2025-06-01,2025-06-05,SKU01806,sports,3094.92,21.15,2440.29,upi,D06607,A06607,P06607,N,1
O029082,C09651,2025-06-01,2025-06-03,SKU03000,electronics,17615.09,2.73,17134.69,upi,D09651,A09651,P09651,S,151
O029083,C03472,2025-06-01,2025-06-04,SKU00263,fashion,2500.34,1.83,2454.67,upi,D03472,A03472,P03472,N,151
O029084,C03760,2025-06-01,2025-06-02,SKU01184,fashion,1294.9,17.73,1949.44,upi,D03760,A03760,P03760,S,151
O029085,C01273,2025-06-01,2025-06-06,SKU03681,home,12599.39,18.82,10228.33,cod,D01273,A01273,P01273,N,113
O029086,C09078,2025-06-01,2025-06-02,SKU01741,grocery,1217.76,8.5,1114.29,card,D09078,A09078,P09078,N,7
O029087,C06974,2025-06-01,2025-06-02,SKU01177,fashion,2061.63,5.39,1950.42,card,D06974,A06974,P06974,NE,1
O029088,C03255,2025-06-01,2025-06-04,SKU02307,fashion,1033.17,12.57,903.25,cod,D03255,A03255,P03255,N,151
O029089,C09143,2025-06-01,2025-06-06,SKU04129,electronics,28796.05,36.8,18199.69,card,D09143,A09143,P09143,W,1
O029090,C08230,2025-06-01,2025-06-05,SKU02609,beauty,4933.69,12.46,4319.05,cod,D08230,A08230,P08230,N,151
O029091,C09964,2025-06-01,2025-06-06,SKU02905,fashion,1365.81,14.75,1164.39,wallet,D09964,A09964,P09964,N,151
O029092,C01206,2025-06-01,2025-06-06,SKU04397,grocery,934.2,15.24,791.79,card,D01206,A01206,P01206,S,151
O029093,C09932,2025-06-01,2025-06-05,SKU00193,home,1391.08,15.88,1170.21,cod,D09932,A09932,P09932,N,151
O029094,C08626,2025-06-01,2025-06-05,SKU01180,beauty,1401.5,21.66,1097.92,cod,D08626,A08626,P08626,S,151
O029095,C07377,2025-06-01,2025-06-03,SKU02073,electronics,23305.88,16.08,19557.34,card,D07377,A07377,P07377,W,151
O029096,C01536,2025-06-01,2025-06-04,SKU04304,home,2997.14,6.8,2793.2,card,D01536,A01536,P01536,S,151
O029097,C09329,2025-06-01,2025-06-02,SKU02790,electronics,6014.33,5.3,5695.47,upi,D09329,A09329,P09329,NE,151
O029098,C05872,2025-06-01,2025-06-03,SKU03321,sports,2132.32,5.19,2021.7,cod,D05872,A05872,P05872,N,151
O029099,C07286,2025-06-01,2025-06-06,SKU02247,beauty,1985.47,8.83,1810.15,card,D07286,A07286,P07286,E,151
O029100,C05040,2025-06-01,2025-06-06,SKU03309,fashion,2535.76,16.73,2111.57,card,D05040,A05040,P05040,S,151
O029101,C05199,2025-06-01,2025-06-02,SKU02715,beauty,811.02,22.49,628.59,upi,D05199,A05199,P05199,E,151
O029102,C03645,2025-06-01,2025-06-05,SKU01063,beauty,1117.59,24.45,844.29,upi,D03645,A03645,P03645,W,100
O029103,C02808,2025-06-01,2025-06-06,SKU04443,electronics,11439.59,8.7,10443.82,upi,D02808,A02808,P02808,NE,151
O029104,C05637,2025-06-01,2025-06-04,SKU01282,sports,1230.47,16.53,1027.03,card,D05637,A05637,P05637,N,151
O029105,C04065,2025-06-01,2025-06-02,SKU02741,sports,7050.01,7.77,6502.28,card,D04065,A04065,P04065,E,151
O029106,C09430,2025-06-01,2025-06-05,SKU03463,home,3355.58,27.77,2423.75,card,D09430,A09430,P09430,S,151
O029107,C00208,2025-06-01,2025-06-02,SKU00201,fashion,3938.94,19.95,3153.3,upi,D00208,A00208,P00208,N,151
O029108,C00885,2025-06-01,2025-06-04,SKU00967,home,1113.08,19.31,898.11,wallet,D00885,A00885,P00885,N,151
O029109,C03913,2025-06-01,2025-06-05,SKU03173,sports,991.69,15.32,839.78,upi,D03913,A03913,P03913,N,151
O029110,C03161,2025-06-01,2025-06-03,SKU00651,fashion,3444.19,19.4,2775.91,upi,D03161,A03161,P03161,N,151
O029111,C00230,2025-06-01,2025-06-04,SKU04122,fashion,1865.16,16.85,1550.87,card,D00230,A00230,P00230,S,1
O029112,C04251,2025-06-01,2025-06-02,SKU02482,electronics,15826.24,16.46,13221.77,upi,D04251,A04251,P04251,N,141
O029113,C07265,2025-06-01,2025-06-06,SKU00104,fashion,2913.69,8.35,2670.36,card,D07265,A07265,P07265,S,151
O029114,C02992,2025-06-01,2025-06-02,SKU03836,beauty,749.39,22.48,580.92,upi,D02992,A02992,P02992,S,151
O029115,C07445,2025-06-01,2025-06-05,SKU00457,fashion,2733.37,11.75,2412.18,cod,D07445,A07445,P07445,S,151
O029116,C00613,2025-06-01,2025-06-04,SKU03192,fashion,1664.61,13.64,1437.48,card,D00613,A00613,P00613,N,151
O029117,C02408,2025-06-01,2025-06-02,SKU02666,beauty,1577.8,19.65,1267.78,card,D02408,A02408,P02408,E,151
O029118,C04202,2025-06-01,2025-06-06,SKU00559,grocery,1021.34,10.62,912.89,card,D04202,A04202,P04202,W,151
O029119,C06978,2025-06-01,2025-06-05,SKU03746,sports,1452.59,13.0,1263.8,card,D06978,A06978,P06978,W,10
O029120,C01951,2025-06-01,2025-06-04,SKU00290,home,2438.61,6.01,2292.12,wallet,D01951,A01951,P01951,S,151
O029121,C05196,2025-06-01,2025-06-03,SKU01212,fashion,2861.74,8.84,2608.83,card,D05196,A05196,P05196,W,151
O029122,C05721,2025-06-01,2025-06-03,SKU02014,electronics,13148.06,4.44,12564.05,wallet,D05721,A05721,P05721,N,151
O029123,C05450,2025-06-01,2025-06-05,SKU00356,home,3457.47,20.04,2764.61,cod,D05450,A05450,P05450,S,151
O029124,C08514,2025-06-01,2025-06-05,SKU01529,fashion,1203.45,8.18,1104.97,card,D08514,A08514,P08514,S,116
O029125,C03650,2025-06-01,2025-06-02,SKU00601,sports,1324.27,6.36,1240.11,upi,D03650,A03650,P03650,W,151
O029126,C08806,2025-06-01,2025-06-06,SKU02794,beauty,1302.9,8.17,1196.48,card,D08806,A08806,P08806,W,151
O029127,C09163,2025-06-01,2025-06-02,SKU01425,fashion,2394.76,18.01,1963.46,cod,D09163,A09163,P09163,N,38
O029128,C08271,2025-06-01,2025-06-06,SKU04086,home,4601.71,17.49,3796.81,upi,D08271,A08271,P08271,NE,151
O029129,C09370,2025-06-01,2025-06-03,SKU03590,sports,1381.04,13.6,1193.28,card,D09370,A09370,P09370,E,151
O029130,C03837,2025-06-01,2025-06-03,SKU01941,electronics,23222.41,6.91,21618.88,wallet,D03837,A03837,P03837,S,151
O029131,C09411,2025-06-01,2025-06-05,SKU04479,electronics,17254.12,12.73,15056.85,card,D09411,A09411,P09411,N,1
O029132,C04435,2025-06-01,2025-06-04,SKU01703,electronics,9572.72,12.64,8362.54,card,D04435,A04435,P04435,W,151
O029133,C08487,2025-06-01,2025-06-03,SKU03629,grocery,1207.89,8.36,1106.87,upi,D08487,A08487,P08487,N,1
O029134,C05666,2025-06-01,2025-06-03,SKU01702,home,2999.14,13.12,2605.68,card,D05666,A05666,P05666,E,151
O029135,C05789,2025-06-01,2025-06-06,SKU02850,fashion,2005.17,14.95,1705.4,upi,D05789,A05789,P05789,W,151
O029136,C06405,2025-06-01,2025-06-05,SKU02143,home,4120.57,1.97,4039.34,upi,D06405,A06405,P06405,S,67
O029137,C00094,2025-06-01,2025-06-06,SKU01006,home,2354.75,7.97,2167.06,upi,D00094,A00094,P00094,W,151
O029138,C04741,2025-06-01,2025-06-06,SKU03662,home,1139.43,13.95,980.44,card,D04741,A04741,P04741,S,11
O029139,C09793,2025-06-01,2025-06-05,SKU00288,electronics,3606.18,6.73,3363.59,card,D09793,A09793,P09793,N,1
O029140,C09804,2025-06-01,2025-06-02,SKU04450,fashion,978.57,15.51,826.83,cod,D09804,A09804,P09804,N,151
O029141,C04834,2025-06-01,2025-06-04,SKU01479,fashion,1084.9,16.6,904.79,wallet,D04834,A04834,P04834,W,151
O029142,C01974,2025-06-01,2025-06-04,SKU04097,fashion,1355.51,35.95,868.26,card,D01974,A01974,P01974,N,151
O029143,C01769,2025-06-01,2025-06-03,SKU02501,grocery,1030.21,11.55,911.27,upi,D01769,A01769,P01769,N,151
O029144,C04737,2025-06-01,2025-06-05,SKU01121,fashion,2889.29,15.96,2428.19,card,D04737,A04737,P04737,S,151
O029145,C05600,2025-06-01,2025-06-05,SKU04230,beauty,1978.11,9.34,1793.4,cod,D05600,A05600,P05600,N,1
O029146,C01458,2025-06-01,2025-06-02,SKU00541,sports,827.3,9.49,748.76,upi,D01458,A01458,P01458,W,46
O029147,C07279,2025-06-01,2025-06-04,SKU00357,fashion,833.72,13.43,721.72,card,D07279,A07279,P07279,N,151
O029148,C05299,2025-06-01,2025-06-03,SKU02364,electronics,5292.94,14.43,4529.03,card,D05299,A05299,P05299,NE,84
O029149,C05096,2025-06-01,2025-06-04,SKU01351,home,4802.51,8.64,4387.45,upi,D05096,A05096,P05096,E,151
O029150,C02345,2025-06-01,2025-06-02,SKU00037,fashion,2055.56,32.5,1387.49,upi,D02345,A02345,P02345,S,97
O029151,C03815,2025-06-01,2025-06-04,SKU02534,fashion,1343.68,23.47,1028.36,upi,D03815,A03815,P03815,NE,151
O029152,C09832,2025-06-01,2025-06-02,SKU01956,electronics,12291.76,6.12,11539.79,cod,D09832,A09832,P09832,E,151
O029153,C01828,2025-06-01,2025-06-06,SKU01980,home,5312.78,14.95,4518.66,upi,D01828,A01828,P01828,N,151
O029154,C05690,2025-06-01,2025-06-05,SKU03865,grocery,490.25,1.81,481.39,wallet,D05690,A05690,P05690,N,151
O029155,C00375,2025-06-01,2025-06-04,SKU01784,fashion,2885.07,8.48,2640.27,wallet,D00375,A00375,P00375,W,151
O029156,C05925,2025-06-01,2025-06-06,SKU00636,sports,2101.54,18.49,1712.86,cod,D05925,A05925,P05925,W,151
O029157,C08025,2025-06-01,2025-06-02,SKU01703,home,3142.96,25.78,2332.61,wallet,D08025,A08025,P08025,W,151
O029158,C09715,2025-06-01,2025-06-02,SKU03252,sports,3837.87,16.23,3214.8,card,D09715,A09715,P09715,N,151
O029159,C06391,2025-06-01,2025-06-06,SKU02538,fashion,2856.82,22.98,2200.45,upi,D06391,A06391,P06391,W,1
O029160,C03242,2025-06-01,2025-06-04,SKU03247,grocery,1439.47,21.35,1132.1,wallet,D03242,A03242,P03242,NE,151
O029161,C08234,2025-06-01,2025-06-03,SKU04012,electronics,35213.6,6.35,32976.67,card,D08234,A08234,P08234,E,151
O029162,C09811,2025-06-01,2025-06-03,SKU02422,fashion,723.83,11.78,638.56,wallet,D09811,A09811,P09811,NE,151
O029163,C07419,2025-06-01,2025-06-05,SKU02085,electronics,24627.72,22.14,19176.32,card,D07419,A07419,P07419,S,151
O029164,C02059,2025-06-01,2025-06-05,SKU01504,home,3033.63,3.65,2922.9,upi,D02059,A02059,P02059,S,151
O029165,C06574,2025-06-01,2025-06-03,SKU03095,electronics,16179.71,9.81,14591.72,card,D06574,A06574,P06574,W,1
O029166,C04912,2025-06-01,2025-06-03,SKU03298,fashion,766.26,6.8,714.13,wallet,D04912,A04912,P04912,E,1
O029167,C04331,2025-06-01,2025-06-02,SKU02371,sports,5065.83,25.69,3764.43,cod,D04331,A04331,P04331,E,151
O029168,C09951,2025-06-01,2025-06-05,SKU01525,home,6394.45,13.74,10994.75,upi,DCO0021,ACO0021,PCO0021,E,151
O029169,C04934,2025-06-01,2025-06-05,SKU03367,home,3543.39,11.57,3133.58,cod,D04934,A04934,P04934,W,151
O029170,C06500,2025-06-01,2025-06-05,SKU01128,fashion,2506.73,16.69,2088.25,upi,D06500,A06500,P06500,W,151
O029171,C00369,2025-06-01,2025-06-06,SKU03538,home,6025.68,4.4,5760.27,card,D00369,A00369,P00369,NE,9
O029172,C06206,2025-06-01,2025-06-05,SKU04041,fashion,1775.78,26.36,1307.77,card,D06206,A06206,P06206,NE,151
O029173,C04682,2025-06-01,2025-06-06,SKU01421,sports,2329.11,18.13,1906.84,wallet,D04682,A04682,P04682,W,151
O029174,C02608,2025-06-01,2025-06-03,SKU03531,home,2409.36,6.29,2257.85,cod,D02608,A02608,P02608,S,151
O029175,C02825,2025-06-01,2025-06-02,SKU02237,electronics,3437.96,23.49,2630.38,wallet,D02825,A02825,P02825,W,151
O029176,C07312,2025-06-02,2025-06-03,SKU03911,beauty,1343.03,3.37,1297.74,upi,D07312,A07312,P07312,N,1
O029177,C07560,2025-06-02,2025-06-06,SKU02980,sports,2057.11,21.93,1606.03,cod,D07560,A07560,P07560,N,152
O029178,C03443,2025-06-02,2025-06-03,SKU00434,electronics,6994.29,11.11,6217.04,upi,D03443,A03443,P03443,W,152
O029179,C00018,2025-06-02,2025-06-07,SKU02513,fashion,3301.98,4.45,3155.08,cod,D00018,A00018,P00018,N,150
O029180,C07618,2025-06-02,2025-06-03,SKU01486,fashion,3892.86,12.92,3389.99,card,D07618,A07618,P07618,W,152
O029181,C06477,2025-06-02,2025-06-07,SKU02659,home,3773.74,22.23,2935.0,card,D06477,A06477,P06477,S,152
O029182,C06373,2025-06-02,2025-06-07,SKU01168,grocery,795.14,4.89,756.29,card,D06373,A06373,P06373,E,38
O029183,C00885,2025-06-02,2025-06-04,SKU00570,home,2606.93,31.64,1781.98,cod,D00885,A00885,P00885,N,152
O029184,C03679,2025-06-02,2025-06-06,SKU03966,electronics,14431.21,9.61,13044.1,cod,D03679,A03679,P03679,N,152
O029185,C08895,2025-06-02,2025-06-07,SKU01183,fashion,2128.11,13.62,1838.32,upi,D08895,A08895,P08895,S,152
O029186,C02266,2025-06-02,2025-06-04,SKU00970,home,3031.74,10.2,2722.48,card,D02266,A02266,P02266,S,152
O029187,C05644,2025-06-02,2025-06-05,SKU01783,sports,981.09,9.98,883.18,card,D05644,A05644,P05644,W,37
O029188,C01036,2025-06-02,2025-06-04,SKU04157,fashion,4372.99,9.8,3944.55,card,D01036,A01036,P01036,S,152
O029189,C05726,2025-06-02,2025-06-07,SKU01852,electronics,7939.28,7.34,7356.4,cod,D05726,A05726,P05726,S,152
