return_id,order_id,customer_id,return_requested_at,return_reason,return_value
R003502,O032812,C03469,2025-06-22 14:16:31.217007342,changed_mind,2102.72
R003503,O032828,C03954,2025-06-24 07:49:16.510297206,not_as_described,2055.17
R003504,O032836,C03706,2025-06-27 11:41:51.452330676,size_fit,13974.58
R003505,O032848,C01689,2025-07-02 08:58:34.877905676,size_fit,1418.53
R003506,O032853,C05306,2025-06-26 01:32:09.843253382,size_fit,6337.35
R003507,O032857,C00882,2025-06-27 13:06:34.983647524,wrong_item,1180.13
R003508,O032872,C08049,2025-06-23 10:57:13.401953625,size_fit,389.12
R003509,O032877,C05585,2025-06-24 08:02:08.776804289,size_fit,1042.27
R003510,O032896,C03665,2025-06-24 22:39:05.471652466,changed_mind,428.57
R003511,O032918,C07469,2025-06-26 23:09:32.383838728,damaged,754.07
R003512,O032938,C04832,2025-06-26 17:39:55.573637623,not_as_described,12153.67
R003513,O032954,C05313,2025-06-26 12:33:06.610341542,not_as_described,5722.9
R003514,O032955,C09963,2025-06-26 05:45:59.082615716,changed_mind,3943.0
R003515,O032967,C05039,2025-06-25 04:58:25.863545751,size_fit,3620.26
R003516,O032971,C01247,2025-06-27 03:37:24.166494026,changed_mind,20010.16
R003517,O032993,C02061,2025-06-28 03:25:58.077631390,damaged,2624.75
R003518,O032999,C05521,2025-06-28 10:52:59.340886842,changed_mind,17744.73
R003519,O033004,C02112,2025-06-24 22:48:45.327017595,not_as_described,1041.15
R003520,O033007,C05109,2025-06-24 10:34:22.001069154,changed_mind,5161.74
R003521,O033008,C02868,2025-07-03 21:42:54.148954744,not_as_described,12083.0
R003522,O033026,C03577,2025-07-02 13:13:53.304669278,size_fit,865.02
R003523,O033055,C04952,2025-06-23 17:59:54.172001443,changed_mind,3650.67
R003524,O033075,C07137,2025-06-28 15:17:45.683875302,damaged,2534.51
R003525,O033086,C03963,2025-06-23 16:21:42.949344142,not_as_described,2419.31
R003526,O033091,C09175,2025-07-01 06:04:58.576769857,changed_mind,1170.3
R003527,O033106,C07490,2025-06-27 16:31:17.920066695,size_fit,782.63
R003528,O033123,C09563,2025-06-23 18:35:41.895986398,changed_mind,1412.73
R003529,O033132,C05459,2025-06-25 02:01:47.179426173,not_as_described,1306.75
R003530,O033143,C00149,2025-06-27 02:46:38.856743857,wrong_item,815.97
R003531,O033152,C06224,2025-07-02 06:12:46.767313573,damaged,7488.26
R003532,O033157,C08717,2025-06-27 19:12:36.554502776,not_as_described,457.81
R003533,O033158,C05638,2025-07-02 03:40:58.293505779,size_fit,3154.16
R003534,O033159,C05706,2025-06-30 16:06:16.197910005,changed_mind,1577.35
R003535,O033168,C06352,2025-07-02 05:39:26.764180952,not_as_described,1038.31
R003536,O033175,C09760,2025-06-26 17:25:37.915788169,damaged,4367.43
R003537,O033183,C00576,2025-07-03 03:00:41.297461264,not_as_described,932.09
R003538,O033184,C05209,2025-06-29 01:30:29.940863716,damaged,1180.84
R003539,O033192,C02630,2025-06-27 03:23:01.025257502,wrong_item,938.9
R003540,O033200,C08293,2025-06-25 14:22:17.088003361,size_fit,11985.22
R003541,O033207,C02187,2025-06-28 00:37:03.447730498,size_fit,2678.82
R003542,O033240,C01534,2025-06-29 04:45:14.751276706,size_fit,529.5
R003543,O033246,C05848,2025-07-01 06:55:50.223736729,size_fit,1228.3
R003544,O033249,C06388,2025-06-26 07:29:05.285058295,size_fit,958.83
R003545,O033269,C08976,2025-06-25 11:47:51.358519762,size_fit,2163.96
R003546,O033271,C06402,2025-07-02 10:58:03.281662743,size_fit,11417.7
R003547,O033278,C05370,2025-06-26 23:49:09.922830214,not_as_described,2826.86
R003548,O033280,C01213,2025-06-26 01:39:01.593418982,wrong_item,12218.3
R003549,O033287,C01654,2025-06-26 21:02:43.134466920,damaged,5471.01
R003550,O033299,C00982,2025-07-05 06:01:47.743982558,wrong_item,601.66
R003551,O033311,C03035,2025-06-26 15:58:50.567213060,not_as_described,21740.9
R003552,O033323,C06280,2025-06-27 00:04:43.107546597,size_fit,1125.0
R003553,O033325,C09164,2025-06-30 23:53:31.430615694,not_as_described,473.71
R003554,O033338,C05703,2025-06-30 22:08:44.623316760,not_as_described,4088.43
R003555,O033339,C06872,2025-06-26 02:58:23.864415960,size_fit,1401.05
R003556,O033345,C01215,2025-06-26 10:55:33.927879698,not_as_described,43428.5
R003557,O033347,C03388,2025-06-26 21:49:18.391327514,not_as_described,5386.62
R003558,O033357,C01625,2025-07-11 14:33:06.445678687,not_as_described,445.75
R003559,O033360,C00303,2025-06-27 20:00:40.103289374,not_as_described,515.02
R003560,O033389,C08167,2025-06-28 09:44:44.670699697,not_as_described,1293.76
R003561,O033407,C09013,2025-06-27 16:53:13.265990480,size_fit,2827.74
R003562,O033409,C09919,2025-07-04 22:49:56.822185603,size_fit,416.07
R003563,O033411,C08639,2025-06-30 05:16:28.097453481,wrong_item,1015.66
R003564,O033414,C05213,2025-06-29 00:30:09.806884239,damaged,2193.96
R003565,O033423,C07528,2025-06-30 06:45:15.816640827,changed_mind,2412.13
R003566,O033428,C05633,2025-06-28 14:07:21.929381205,size_fit,730.24
R003567,O033432,C04396,2025-07-04 14:07:20.203822052,wrong_item,4820.97
R003568,O033435,C05018,2025-06-27 05:41:48.198399032,not_as_described,1201.5
R003569,O033454,C01866,2025-06-27 04:25:26.681694481,changed_mind,1217.4
R003570,O033455,C06598,2025-06-30 14:44:38.535383598,damaged,4659.63
R003571,O033456,C02928,2025-06-29 22:19:51.559792204,size_fit,2183.14
R003572,O033471,C01351,2025-06-25 06:20:40.835512438,not_as_described,6193.77
R003573,O033473,C07022,2025-07-03 15:12:20.763847976,wrong_item,1998.4
R003574,O033474,C07385,2025-06-28 21:13:30.734181156,not_as_described,9294.98
R003575,O033492,C08802,2025-06-26 08:29:13.261685719,size_fit,1854.92
R003576,O033494,C05963,2025-07-04 12:52:02.018347201,size_fit,3713.41
R003577,O033502,C00598,2025-06-28 18:09:48.503866302,not_as_described,1697.21
R003578,O033509,C08197,2025-06-30 09:31:02.972025109,size_fit,7313.3
R003579,O033510,C04128,2025-06-28 01:12:29.579274684,size_fit,3183.5
R003580,O033521,C07174,2025-06-28 16:03:31.604644386,wrong_item,3957.24
R003581,O033523,C05990,2025-06-29 03:09:25.975975622,size_fit,2254.66
R003582,O033526,C00005,2025-06-29 05:35:12.516341398,not_as_described,1741.82
R003583,O033541,C09212,2025-06-29 16:41:15.900011919,size_fit,1215.48
R003584,O033551,C08193,2025-06-28 16:19:43.507268421,damaged,6441.25
R003585,O033552,C06294,2025-07-02 23:40:59.489128466,changed_mind,4906.37
R003586,O033555,C02520,2025-07-03 01:11:11.017879245,damaged,548.24
R003587,O033556,C03534,2025-07-05 00:55:09.796026079,not_as_described,2121.6
R003588,O033600,C00367,2025-07-01 06:36:33.236099229,changed_mind,1329.03
R003589,O033605,C03776,2025-06-27 11:10:13.562296035,size_fit,1497.12
R003590,O033608,C07079,2025-07-12 06:15:01.373669863,not_as_described,786.02
R003591,O033622,C04757,2025-06-30 14:17:38.980871264,damaged,1729.83
R003592,O033625,C09143,2025-06-29 02:21:26.535124040,wrong_item,19001.62
R003593,O033628,C07768,2025-06-28 14:01:26.844179606,size_fit,3536.55
R003594,O033639,C08361,2025-06-29 12:44:05.766390409,not_as_described,780.7
R003595,O033644,C04717,2025-07-02 02:30:35.675045452,damaged,2405.12
R003596,O033648,C00142,2025-06-27 02:35:21.246945406,size_fit,4630.41
R003597,O033652,C08620,2025-06-27 04:32:01.264674098,not_as_described,6221.23
R003598,O033658,C06841,2025-06-29 03:22:28.905770838,size_fit,2423.38
R003599,O033661,C07606,2025-06-30 23:35:04.697877638,changed_mind,1132.52
R003600,O033676,C04120,2025-07-01 17:05:44.804698299,wrong_item,801.99
R003601,O033685,C05368,2025-06-28 18:49:05.084538470,not_as_described,8500.08
R003602,O033686,C08141,2025-07-01 17:32:43.205396017,not_as_described,1451.6
R003603,O033702,C07904,2025-07-01 00:23:02.136326053,size_fit,10759.99
R003604,O033706,C00764,2025-07-03 07:28:43.344686294,not_as_described,9743.24
R003605,O033710,C02566,2025-06-28 09:06:35.157098404,wrong_item,380.74
R003606,O033735,C02148,2025-06-28 16:40:56.397660589,not_as_described,1012.95
R003607,O033738,C09610,2025-06-29 05:43:45.582166639,size_fit,8321.87
R003608,O033741,C03097,2025-07-04 03:30:33.454684573,size_fit,907.23
R003609,O033753,C01439,2025-06-29 22:55:00.379461738,not_as_described,2664.14
R003610,O033764,C09721,2025-06-30 17:20:27.872070392,size_fit,622.68
R003611,O033769,C07648,2025-06-29 02:11:13.597380974,size_fit,3731.11
R003612,O033775,C08966,2025-06-27 17:02:28.516080310,changed_mind,6490.93
R003613,O033778,C07240,2025-06-29 01:57:17.412031080,not_as_described,616.61
R003614,O033783,C06216,2025-06-28 09:17:40.143134400,damaged,526.08
R003615,O033790,C02237,2025-07-02 20:57:36.505576105,size_fit,4148.19
R003616,O033803,C04056,2025-07-03 03:20:22.647612177,size_fit,9509.01
R003617,O033811,C05212,2025-07-06 05:32:13.617772922,not_as_described,13015.1
R003618,O033822,C04006,2025-06-29 14:10:58.124865576,size_fit,2658.87
R003619,O033834,C01912,2025-07-04 20:12:58.449843777,not_as_described,23490.28
R003620,O033842,C03798,2025-07-02 04:00:02.699313220,size_fit,6837.17
R003621,O033847,C03333,2025-07-16 00:00:00.000000000,wrong_item,18924.83
R003622,O033848,C09232,2025-06-30 23:06:40.536792662,size_fit,11231.71
R003623,O033849,C03882,2025-06-28 22:50:16.276722550,wrong_item,3707.47
R003624,O033860,C09006,2025-07-02 04:21:02.892851575,size_fit,6404.57
R003625,O033879,C08364,2025-06-28 15:14:05.911029970,wrong_item,1732.95
R003626,O033891,C04581,2025-06-28 17:21:06.283376096,size_fit,1238.27
R003627,O033904,C08155,2025-07-01 06:42:21.649444974,changed_mind,1394.12
R003628,O033934,C06261,2025-07-03 02:05:18.496776195,damaged,4465.07
R003629,O033942,C08373,2025-07-01 02:52:57.339577977,changed_mind,1532.55
R003630,O033947,C01706,2025-07-01 21:46:22.153312416,size_fit,621.51
R003631,O033954,C05807,2025-07-05 17:21:39.268052344,wrong_item,3052.42
R003632,O033965,C07155,2025-07-01 11:41:06.384950142,not_as_described,433.77
R003633,O033968,C02798,2025-06-29 14:26:38.132343355,size_fit,663.89
R003634,O033973,C05350,2025-07-08 17:18:40.500531187,not_as_described,731.69
R003635,O033985,C02829,2025-07-02 12:35:18.394160330,changed_mind,837.98
R003636,O033988,C00897,2025-07-02 16:22:31.953457560,wrong_item,3102.79
R003637,O034000,C07810,2025-06-30 04:01:30.398576278,not_as_described,3783.21
R003638,O034019,C01193,2025-06-30 23:41:52.530648658,damaged,13833.84
R003639,O034036,C05263,2025-07-02 05:17:30.692919559,wrong_item,1859.62
R003640,O034050,C02444,2025-07-01 07:22:58.600466126,not_as_described,3248.39
R003641,O034052,C02191,2025-07-04 23:53:08.237861487,changed_mind,2238.12
R003642,O034053,C09431,2025-07-03 11:16:27.695054845,damaged,2802.47
R003643,O034062,C01323,2025-07-09 10:14:59.076967462,wrong_item,2082.16
R003644,O034069,C02642,2025-07-03 18:25:05.453396832,wrong_item,868.07
R003645,O034075,C01809,2025-07-04 20:31:54.844583336,size_fit,14132.7
R003646,O034082,C04601,2025-07-03 11:04:27.915645925,not_as_described,1762.51
R003647,O034087,C01895,2025-06-29 19:35:54.619593939,damaged,4217.78
R003648,O034103,C02518,2025-07-03 12:34:16.591750575,damaged,3527.7
R003649,O034109,C03614,2025-07-01 19:59:34.369822154,changed_mind,4571.59
R003650,O034117,C08495,2025-07-02 05:33:53.663160229,size_fit,332.76
R003651,O034120,C04364,2025-07-04 13:02:31.207809292,size_fit,5329.73
R003652,O034121,C03009,2025-07-04 09:35:49.866503395,not_as_described,2082.44
R003653,O034123,C03987,2025-07-04 13:41:18.682764630,not_as_described,1100.07
R003654,O034150,C07314,2025-06-30 15:54:57.803399596,size_fit,6348.02
R003655,O034153,C00123,2025-07-01 15:03:36.508698414,damaged,4445.72
R003656,O034159,C00972,2025-06-30 17:51:37.166672444,not_as_described,5162.57
R003657,O034161,C02722,2025-07-02 00:35:27.656767352,changed_mind,2016.85
R003658,O034164,C09577,2025-07-02 18:47:32.001020775,not_as_described,2864.27
R003659,O034169,C07209,2025-07-02 04:08:01.974161202,wrong_item,4458.15
R003660,O034173,C06043,2025-07-03 11:56:33.376072578,wrong_item,1707.27
R003661,O034174,C05649,2025-07-07 15:03:18.311124711,size_fit,1526.63
R003662,O034196,C09279,2025-07-09 19:45:13.656802035,damaged,3652.38
R003663,O034198,C02345,2025-07-04 22:19:23.512882980,not_as_described,21698.61
R003664,O034202,C01693,2025-07-06 15:27:10.000987689,not_as_described,3410.46
R003665,O034222,C05796,2025-07-02 04:15:03.128291344,changed_mind,4782.77
R003666,O034225,C08723,2025-07-04 09:19:40.092497310,size_fit,448.63
R003667,O034227,C02690,2025-07-04 16:45:42.607726516,not_as_described,747.0
R003668,O034231,C09356,2025-07-01 05:33:59.199957187,size_fit,2138.25
R003669,O034240,C06457,2025-07-02 16:25:52.136947736,damaged,1588.97
R003670,O034252,C03718,2025-07-03 11:30:23.496053817,size_fit,1540.96
R003671,O034259,C03917,2025-07-01 20:47:29.741506821,size_fit,1241.2
R003672,O034266,C02920,2025-07-10 00:00:00.000000000,damaged,489.1
R003673,O034272,C04869,2025-07-05 12:34:54.569336001,damaged,3024.16
R003674,O034289,C01701,2025-07-04 18:39:54.339237198,not_as_described,25488.36
R003675,O034294,C08418,2025-07-05 08:04:07.359200032,changed_mind,2744.63
R003676,O034295,C07439,2025-07-04 04:22:39.861179385,size_fit,1156.62
R003677,O034301,C06733,2025-07-08 18:43:39.148235248,size_fit,9022.91
R003678,O034304,C01030,2025-07-05 15:15:04.441137659,damaged,1668.6
R003679,O034306,C02141,2025-07-05 03:29:20.757110971,damaged,1738.94
R003680,O034317,C08754,2025-07-02 21:41:10.375332396,size_fit,4355.27
R003681,O034333,C09946,2025-07-06 00:20:48.046581423,changed_mind,7545.13
R003682,O034352,C06736,2025-07-04 12:07:24.322760878,not_as_described,1492.21
R003683,O034357,C06040,2025-07-07 13:49:30.338242960,changed_mind,1447.67
R003684,O034361,C04927,2025-07-10 05:27:52.124862502,changed_mind,2914.79
R003685,O034364,C04346,2025-07-05 14:17:37.274898429,size_fit,7590.2
R003686,O034374,C03830,2025-07-02 16:10:19.524303652,size_fit,3101.68
R003687,O034382,C05591,2025-07-13 22:30:44.893723197,changed_mind,8289.75
R003688,O034387,C03931,2025-07-12 09:16:21.289487401,not_as_described,2872.99
R003689,O034390,C03782,2025-07-01 18:27:07.557026810,changed_mind,1825.04
R003690,O034395,C02115,2025-07-08 06:35:29.041042160,changed_mind,1420.69
R003691,O034396,C06797,2025-07-03 17:12:27.455390740,changed_mind,1822.65
R003692,O034409,C02504,2025-07-09 15:20:16.048166672,not_as_described,4160.02
R003693,O034414,C01632,2025-07-04 17:55:24.629064502,changed_mind,2342.72
R003694,O034418,C01971,2025-07-02 22:46:58.165264837,damaged,526.51
R003695,O034421,C08971,2025-07-03 20:28:52.917353655,size_fit,8129.03
R003696,O034430,C00077,2025-07-04 00:01:00.110146965,not_as_described,2001.73
R003697,O034435,C09574,2025-07-05 22:55:17.116253274,size_fit,4630.88
R003698,O034439,C09910,2025-07-05 22:29:59.054699140,changed_mind,13254.72
R003699,O034444,C08680,2025-07-03 10:35:26.310156792,damaged,11893.74
R003700,O034459,C02799,2025-07-05 02:09:29.240252964,size_fit,1467.3
R003701,O034465,C04041,2025-07-12 17:28:05.818866898,not_as_described,1295.33
R003702,O034469,C02175,2025-07-19 00:00:00.000000000,not_as_described,1170.94
R003703,O034473,C02056,2025-07-06 12:52:10.229027361,not_as_described,6383.18
R003704,O034475,C04190,2025-07-06 03:55:42.212623371,not_as_described,4201.04
R003705,O034487,C04445,2025-07-09 17:18:28.042175739,size_fit,454.22
R003706,O034490,C08507,2025-07-05 09:21:49.740399702,wrong_item,1699.11
R003707,O034497,C09934,2025-07-04 00:28:37.720907475,damaged,1657.53
R003708,O034510,C01533,2025-07-05 17:14:14.699508579,not_as_described,495.77
R003709,O034511,C02940,2025-07-03 07:11:30.231882070,size_fit,845.39
R003710,O034513,C07531,2025-07-05 13:03:38.582488080,size_fit,785.69
R003711,O034557,C04649,2025-07-06 03:23:06.331061724,not_as_described,6504.18
R003712,O034559,C01437,2025-07-06 23:45:58.278488893,size_fit,454.45
R003713,O034580,C05943,2025-07-06 09:04:01.118652823,wrong_item,1418.97
R003714,O034594,C05016,2025-07-03 11:21:12.785776945,not_as_described,11130.93
R003715,O034617,C06607,2025-07-05 12:05:09.600506656,not_as_described,603.05
R003716,O034620,C08574,2025-07-08 01:35:09.319936750,not_as_described,1228.91
R003717,O034625,C07879,2025-07-02 06:38:30.804481554,size_fit,2038.42
R003718,O034629,C08564,2025-07-06 06:21:50.531953996,size_fit,719.0
R003719,O034633,C04863,2025-07-04 08:34:13.727770791,size_fit,1021.5
R003720,O034638,C01872,2025-07-04 20:04:29.432132770,size_fit,2661.61
R003721,O034647,C00893,2025-07-04 15:04:20.678943799,size_fit,1451.87
R003722,O034656,C06365,2025-07-08 09:10:10.540522844,not_as_described,1622.27
R003723,O034657,C04661,2025-07-09 21:54:30.537580093,not_as_described,1495.34
R003724,O034693,C06935,2025-07-11 11:19:22.397175890,wrong_item,3446.79
R003725,O034706,C03503,2025-07-07 20:21:02.282244336,size_fit,634.77
R003726,O034709,C00229,2025-07-04 10:22:18.195569648,damaged,1478.95
R003727,O034732,C09121,2025-07-04 22:19:42.212674059,changed_mind,20794.24
R003728,O034733,C08218,2025-07-06 16:39:10.445227336,damaged,1578.11
R003729,O034749,C05321,2025-07-02 05:44:40.542553514,not_as_described,4992.36
R003730,O034761,C01634,2025-07-04 00:31:23.177891197,size_fit,5690.41
R003731,O034778,C03735,2025-07-04 08:34:04.685851650,size_fit,2172.75
R003732,O034779,C06852,2025-07-05 20:47:11.162446202,damaged,4863.39
R003733,O034780,C08230,2025-07-04 11:36:42.444148723,size_fit,4087.95
R003734,O034782,C00532,2025-07-06 17:16:16.678713068,changed_mind,1074.66
R003735,O034791,C01040,2025-07-02 18:08:30.959986038,wrong_item,1702.43
R003736,O034802,C06065,2025-07-08 22:37:38.023190688,size_fit,398.7
R003737,O034813,C04423,2025-07-05 14:32:10.515972577,size_fit,2330.15
R003738,O034829,C07676,2025-07-04 01:14:54.714997665,wrong_item,5068.04
R003739,O034854,C01044,2025-07-04 17:49:39.496124917,size_fit,756.47
R003740,O034855,C00941,2025-07-04 12:28:00.161402199,size_fit,1732.65
R003741,O034898,C06406,2025-07-03 11:12:19.892154880,size_fit,1320.17
R003742,O034907,C06365,2025-07-13 09:09:13.050422636,damaged,5134.88
R003743,O034908,C09014,2025-07-07 08:21:44.680534074,damaged,1704.43
R003744,O034926,C04989,2025-07-05 08:27:16.820567060,not_as_described,1878.75
R003745,O034929,C01941,2025-07-12 08:43:04.724003355,size_fit,730.78
R003746,O034937,C00781,2025-07-05 14:03:14.098869648,size_fit,1722.12
R003747,O034946,C03102,2025-07-07 07:12:22.082472378,not_as_described,3345.76
R003748,O034947,C00781,2025-07-08 03:18:19.055932254,wrong_item,1748.52
R003749,O034948,C01756,2025-07-06 17:49:42.281273391,size_fit,3238.01
R003750,O034954,C05658,2025-07-05 19:04:56.446974825,not_as_described,10647.89
R003751,O034962,C00253,2025-07-07 18:40:21.857831043,not_as_described,847.31
R003752,O034977,C03002,2025-07-09 18:36:53.968875692,changed_mind,1493.65
R003753,O034978,C08663,2025-07-08 16:01:48.824996926,changed_mind,4374.8
R003754,O034985,C05762,2025-07-09 02:10:03.235681768,not_as_described,1819.08
R003755,O034992,C06481,2025-07-04 01:03:18.020318418,damaged,1313.98
R003756,O035007,C00612,2025-07-06 17:36:16.004635758,changed_mind,2980.2
R003757,O035013,C05883,2025-07-05 07:42:40.315529203,not_as_described,1099.98
R003758,O035015,C00186,2025-07-14 02:46:58.515786260,not_as_described,1151.75
R003759,O035023,C04942,2025-07-08 07:08:08.954440440,changed_mind,902.0
R003760,O035028,C09201,2025-07-14 04:21:28.184290650,not_as_described,2157.12
R003761,O035031,C03131,2025-07-08 10:04:46.815649633,size_fit,460.44
R003762,O035033,C01971,2025-07-05 00:49:34.167021337,not_as_described,693.23
R003763,O035039,C00173,2025-07-06 15:07:19.805573395,not_as_described,2533.04
R003764,O035058,C02730,2025-07-07 06:46:28.213956937,size_fit,10432.78
R003765,O035064,C05626,2025-07-07 04:00:19.351858165,not_as_described,1543.32
R003766,O035078,C01713,2025-07-07 02:10:38.174673579,size_fit,2383.92
R003767,O035091,C03406,2025-07-08 10:33:39.088618700,changed_mind,4085.43
R003768,O035111,C04752,2025-07-05 07:22:59.309604670,not_as_described,1895.58
R003769,O035133,C09408,2025-07-07 22:12:37.231660872,size_fit,4013.52
R003770,O035136,C05282,2025-07-06 04:10:24.126287808,changed_mind,1866.48
R003771,O035137,C06202,2025-07-06 14:22:57.401014173,damaged,1691.31
R003772,O035152,C06544,2025-07-05 01:52:45.715266645,changed_mind,657.8
R003773,O035162,C03124,2025-07-15 20:10:13.314387687,not_as_described,425.07
R003774,O035182,C09686,2025-07-06 03:49:48.371729289,not_as_described,1566.94
R003775,O035237,C06849,2025-07-06 12:08:05.320444380,changed_mind,1378.19
R003776,O035239,C06291,2025-07-12 03:17:28.543791807,wrong_item,847.26
R003777,O035247,C05712,2025-07-07 12:05:57.701890100,size_fit,17621.88
R003778,O035251,C02824,2025-07-05 14:42:04.345630812,wrong_item,878.05
R003779,O035259,C01297,2025-07-07 22:06:07.767632649,wrong_item,2389.9
R003780,O035267,C02440,2025-07-06 21:45:11.674755860,not_as_described,2191.36
R003781,O035275,C03099,2025-07-12 23:49:10.259453218,size_fit,851.01
R003782,O035282,C04458,2025-07-11 14:00:31.487384527,size_fit,386.56
R003783,O035289,C03688,2025-07-09 11:49:33.816584722,damaged,3055.49
R003784,O035291,C04333,2025-07-10 00:48:16.932288373,not_as_described,1626.89
R003785,O035319,C09718,2025-07-11 00:58:07.056315627,changed_mind,691.43
R003786,O035321,C06158,2025-07-10 08:00:03.860752370,not_as_described,2361.22
R003787,O035329,C02239,2025-07-08 08:33:42.282340394,size_fit,568.61
R003788,O035338,C04363,2025-07-09 18:45:36.627649682,not_as_described,11073.37
R003789,O035340,C03178,2025-07-08 18:31:45.548376884,size_fit,843.69
R003790,O035377,C07053,2025-07-10 12:48:00.820571295,size_fit,405.94
R003791,O035386,C08487,2025-07-08 18:27:57.072727688,size_fit,1457.49
R003792,O035401,C05253,2025-07-09 19:14:38.781029583,changed_mind,375.9
R003793,O035403,C08563,2025-07-17 15:25:14.878569100,damaged,1022.47
R003794,O035418,C05881,2025-07-12 22:11:41.110922112,damaged,341.54
R003795,O035422,C03349,2025-07-11 21:01:14.526396685,size_fit,3108.03
R003796,O035427,C07295,2025-07-07 22:15:29.332391968,changed_mind,432.55
R003797,O035435,C00994,2025-07-09 11:27:23.317225106,damaged,1460.99
R003798,O035446,C06175,2025-07-10 00:16:46.458550891,not_as_described,3888.14
R003799,O035452,C07975,2025-07-10 08:21:31.259052597,size_fit,1851.88
R003800,O035460,C07498,2025-07-08 10:36:39.589238192,size_fit,2867.61
R003801,O035479,C04988,2025-07-11 13:00:01.010612476,wrong_item,6923.87
R003802,O035485,C04113,2025-07-07 17:24:22.460098510,changed_mind,575.77
R003803,O035493,C07117,2025-07-10 12:56:06.021057177,not_as_described,10381.05
R003804,O035494,C05751,2025-07-08 14:23:10.889065287,wrong_item,577.86
R003805,O035519,C09205,2025-07-11 03:34:06.445724340,not_as_described,3267.83
R003806,O035522,C01593,2025-07-12 08:34:35.618948436,damaged,2466.75
R003807,O035523,C05866,2025-07-08 12:00:15.008380387,not_as_described,862.6
R003808,O035530,C02940,2025-07-07 04:53:37.761267768,wrong_item,5972.89
R003809,O035560,C00145,2025-07-13 22:39:22.775102877,not_as_described,845.56
R003810,O035569,C04622,2025-07-10 06:08:56.084822703,size_fit,2023.49
R003811,O035574,C06246,2025-07-11 10:13:23.370735795,size_fit,2190.7
R003812,O035579,C01154,2025-07-17 12:34:28.729932092,changed_mind,340.28
R003813,O035595,C04396,2025-07-08 05:38:20.043261837,changed_mind,1130.23
R003814,O035599,C08597,2025-07-11 05:05:43.072551164,not_as_described,2520.04
R003815,O035621,C08215,2025-07-08 15:04:22.572387768,changed_mind,1670.98
R003816,O035625,C04258,2025-07-11 12:12:57.292526862,size_fit,3847.02
R003817,O035632,C02946,2025-07-10 19:55:38.757484092,wrong_item,4078.17
R003818,O035640,C02023,2025-07-11 15:41:57.326281836,not_as_described,31690.91
R003819,O035661,C03930,2025-07-16 07:03:07.369801182,not_as_described,698.24
R003820,O035673,C05098,2025-07-12 02:22:44.115797888,wrong_item,756.64
R003821,O035676,C01341,2025-07-08 11:51:02.918854123,not_as_described,2605.69
R003822,O035689,C04174,2025-07-10 20:38:31.226628418,not_as_described,1886.66
R003823,O035694,C02218,2025-07-08 16:45:02.806414934,size_fit,1731.01
R003824,O035708,C04499,2025-07-10 03:55:41.160761853,size_fit,581.74
R003825,O035722,C05231,2025-07-09 03:54:44.824017873,not_as_described,11056.01
R003826,O035724,C05717,2025-07-13 19:06:09.224360881,not_as_described,1416.5
R003827,O035728,C07294,2025-07-09 12:29:45.666364246,damaged,5654.67
R003828,O035729,C09235,2025-07-13 02:12:18.596378455,size_fit,2263.32
R003829,O035746,C07920,2025-07-11 15:44:37.276551020,size_fit,677.63
R003830,O035751,C05864,2025-07-15 09:32:57.104598174,size_fit,9261.55
R003831,O035753,C09125,2025-07-10 04:06:13.119633021,damaged,838.96
R003832,O035759,C00676,2025-07-09 06:19:46.205765857,wrong_item,844.39
R003833,O035760,C04650,2025-07-20 18:02:18.273954224,changed_mind,2652.27
R003834,O035778,C05554,2025-07-15 06:54:03.191422453,size_fit,702.74
R003835,O035785,C01664,2025-07-10 13:44:07.274580802,size_fit,2107.96
R003836,O035789,C07485,2025-07-09 16:18:18.705622211,size_fit,1598.61
R003837,O035794,C00786,2025-07-18 22:47:41.339225004,not_as_described,1657.25
R003838,O035802,C04308,2025-07-08 19:07:19.802241656,wrong_item,771.34
R003839,O035812,C00667,2025-07-12 15:29:30.497849091,size_fit,5537.33
R003840,O035836,C06306,2025-07-11 02:36:14.778328834,wrong_item,19141.51
R003841,O035837,C04762,2025-07-10 21:14:47.538508711,not_as_described,1039.6
R003842,O035844,C06884,2025-07-13 23:45:27.154910566,changed_mind,421.2
R003843,O035876,C09201,2025-07-15 05:17:47.748308006,size_fit,4678.78
R003844,O035878,C07627,2025-07-10 23:45:15.948558388,wrong_item,820.7
R003845,O035901,C08883,2025-07-13 02:25:00.030673524,size_fit,3076.02
R003846,O035920,C01222,2025-07-13 08:40:01.705732323,damaged,5664.9
R003847,O035924,C01825,2025-07-09 05:45:40.071478543,not_as_described,10217.72
R003848,O035926,C07824,2025-07-10 21:07:20.737093044,damaged,11043.15
R003849,O035931,C00589,2025-07-12 11:47:31.265278198,changed_mind,1193.2
R003850,O035932,C09501,2025-07-10 11:27:54.233073115,changed_mind,4248.85
R003851,O035937,C08721,2025-07-10 16:50:35.310558696,not_as_described,9422.59
R003852,O035958,C05435,2025-07-14 08:10:06.784843846,size_fit,1005.62
R003853,O035966,C09558,2025-07-12 19:18:40.121092692,size_fit,2788.53
R003854,O035971,C05236,2025-07-09 02:42:35.635009528,wrong_item,314.65
R003855,O035975,C08448,2025-07-13 19:15:19.229060969,wrong_item,1707.08
R003856,O035983,C09555,2025-07-13 00:44:33.211878273,damaged,8174.95
R003857,O036005,C03270,2025-07-10 13:10:34.318776748,not_as_described,4141.92
